h,t,exacta,segunda_derivada,error
0.5,4.73,-0.0176101,-0.0172463,0.000363834
0.5,4.74,-0.0276075,-0.0270371,0.000570385
0.5,4.75,-0.0376022,-0.0368253,0.000776879
0.5,4.76,-0.047593,-0.0466097,0.000983296
0.5,4.77,-0.0575792,-0.0563895,0.00118961
0.5,4.78,-0.0675595,-0.0661637,0.00139581
0.5,4.79,-0.0775331,-0.0759313,0.00160187
0.5,4.8,-0.087499,-0.0856912,0.00180777
0.5,4.81,-0.0974561,-0.0954426,0.00201349
0.5,4.82,-0.107403,-0.105184,0.00221901
0.5,4.83,-0.11734,-0.114916,0.0024243
0.5,4.84,-0.127265,-0.124636,0.00262936
0.5,4.85,-0.137177,-0.134343,0.00283415
0.5,4.86,-0.147076,-0.144037,0.00303865
0.5,4.87,-0.156959,-0.153716,0.00324286
0.5,4.88,-0.166827,-0.163381,0.00344674
0.5,4.89,-0.176679,-0.173028,0.00365027
0.5,4.9,-0.186512,-0.182659,0.00385344
0.5,4.91,-0.196327,-0.192271,0.00405622
0.5,4.92,-0.206123,-0.201864,0.0042586
0.5,4.93,-0.215898,-0.211437,0.00446055
0.5,4.94,-0.225651,-0.220989,0.00466206
0.5,4.95,-0.235381,-0.230518,0.0048631
0.5,4.96,-0.245089,-0.240025,0.00506365
0.5,4.97,-0.254771,-0.249507,0.0052637
0.5,4.98,-0.264428,-0.258965,0.00546322
0.5,4.99,-0.274059,-0.268397,0.00566219
0.5,5,-0.283662,-0.277802,0.0058606
0.5,5.01,-0.293237,-0.287179,0.00605842
0.5,5.02,-0.302783,-0.296527,0.00625564
0.5,5.03,-0.312298,-0.305846,0.00645223
0.5,5.04,-0.321782,-0.315134,0.00664818
0.5,5.05,-0.331234,-0.32439,0.00684346
0.5,5.06,-0.340653,-0.333615,0.00703805
0.5,5.07,-0.350037,-0.342805,0.00723195
0.5,5.08,-0.359387,-0.351962,0.00742512
0.5,5.09,-0.368701,-0.361083,0.00761754
0.5,5.1,-0.377978,-0.370169,0.00780921
0.5,5.11,-0.387217,-0.379217,0.00800009
0.5,5.12,-0.396417,-0.388227,0.00819018
0.5,5.13,-0.405578,-0.397198,0.00837944
0.5,5.14,-0.414698,-0.40613,0.00856787
0.5,5.15,-0.423777,-0.415021,0.00875544
0.5,5.16,-0.432813,-0.423871,0.00894213
0.5,5.17,-0.441806,-0.432678,0.00912793
0.5,5.18,-0.450755,-0.441442,0.00931282
0.5,5.19,-0.459659,-0.450162,0.00949678
0.5,5.2,-0.468517,-0.458837,0.00967979
0.5,5.21,-0.477328,-0.467466,0.00986183
0.5,5.22,-0.486091,-0.476048,0.0100429
0.5,5.23,-0.494806,-0.484583,0.0102229
0.5,5.24,-0.503471,-0.493069,0.010402
0.5,5.25,-0.512085,-0.501506,0.0105799
0.5,5.26,-0.520649,-0.509892,0.0107569
0.5,5.27,-0.529161,-0.518228,0.0109327
0.5,5.28,-0.537619,-0.526512,0.0111075
0.5,5.29,-0.546024,-0.534743,0.0112811
0.5,5.3,-0.554374,-0.542921,0.0114536
0.5,5.31,-0.562669,-0.551044,0.011625
0.5,5.32,-0.570908,-0.559112,0.0117952
0.5,5.33,-0.579089,-0.567125,0.0119643
0.5,5.34,-0.587213,-0.575081,0.0121321
0.5,5.35,-0.595278,-0.582979,0.0122987
0.5,5.36,-0.603283,-0.590819,0.0124641
0.5,5.37,-0.611228,-0.5986,0.0126283
0.5,5.38,-0.619112,-0.606321,0.0127912
0.5,5.39,-0.626934,-0.613981,0.0129528
0.5,5.4,-0.634693,-0.62158,0.0131131
0.5,5.41,-0.642389,-0.629117,0.0132721
0.5,5.42,-0.65002,-0.63659,0.0134297
0.5,5.43,-0.657587,-0.644001,0.0135861
0.5,5.44,-0.665088,-0.651346,0.013741
0.5,5.45,-0.672522,-0.658627,0.0138946
0.5,5.46,-0.679889,-0.665842,0.0140468
0.5,5.47,-0.687188,-0.67299,0.0141976
0.5,5.48,-0.694418,-0.680071,0.014347
0.5,5.49,-0.701579,-0.687084,0.014495
0.5,5.5,-0.70867,-0.694028,0.0146415
0.5,5.51,-0.71569,-0.700903,0.0147865
0.5,5.52,-0.722638,-0.707708,0.0149301
0.5,5.53,-0.729514,-0.714442,0.0150721
0.5,5.54,-0.736317,-0.721104,0.0152127
0.5,5.55,-0.743046,-0.727695,0.0153517
0.5,5.56,-0.749702,-0.734212,0.0154892
0.5,5.57,-0.756282,-0.740657,0.0156252
0.5,5.58,-0.762786,-0.747027,0.0157595
0.5,5.59,-0.769215,-0.753322,0.0158924
0.5,5.6,-0.775566,-0.759542,0.0160236
0.5,5.61,-0.78184,-0.765686,0.0161532
0.5,5.62,-0.788035,-0.771754,0.0162812
0.5,5.63,-0.794152,-0.777744,0.0164076
0.5,5.64,-0.800189,-0.783657,0.0165323
0.5,5.65,-0.806147,-0.789491,0.0166554
0.5,5.66,-0.812024,-0.795247,0.0167768
0.5,5.67,-0.817819,-0.800923,0.0168965
0.5,5.68,-0.823533,-0.806518,0.0170146
0.5,5.69,-0.829164,-0.812033,0.0171309
0.5,5.7,-0.834713,-0.817467,0.0172456
0.5,5.71,-0.840178,-0.822819,0.0173585
0.5,5.72,-0.845559,-0.828089,0.0174697
0.5,5.73,-0.850855,-0.833276,0.0175791
0.5,5.74,-0.856067,-0.83838,0.0176868
0.5,5.75,-0.861192,-0.8434,0.0177927
0.5,5.76,-0.866232,-0.848335,0.0178968
0.5,5.77,-0.871185,-0.853186,0.0179991
0.5,5.78,-0.876051,-0.857951,0.0180996
0.5,5.79,-0.880829,-0.862631,0.0181984
0.5,5.8,-0.88552,-0.867224,0.0182953
0.5,5.81,-0.890121,-0.871731,0.0183903
0.5,5.82,-0.894634,-0.87615,0.0184836
0.5,5.83,-0.899057,-0.880482,0.018575
0.5,5.84,-0.90339,-0.884726,0.0186645
0.5,5.85,-0.907633,-0.888881,0.0187522
0.5,5.86,-0.911785,-0.892948,0.0188379
0.5,5.87,-0.915846,-0.896925,0.0189218
0.5,5.88,-0.919816,-0.900812,0.0190039
0.5,5.89,-0.923693,-0.904609,0.019084
0.5,5.9,-0.927478,-0.908316,0.0191622
0.5,5.91,-0.931171,-0.911932,0.0192384
0.5,5.92,-0.93477,-0.915457,0.0193128
0.5,5.93,-0.938276,-0.91889,0.0193852
0.5,5.94,-0.941688,-0.922232,0.0194557
0.5,5.95,-0.945005,-0.925481,0.0195243
0.5,5.96,-0.948229,-0.928638,0.0195909
0.5,5.97,-0.951357,-0.931702,0.0196555
0.5,5.98,-0.95439,-0.934672,0.0197182
0.5,5.99,-0.957328,-0.937549,0.0197789
0.5,6,-0.96017,-0.940333,0.0198376
0.5,6.01,-0.962916,-0.943022,0.0198943
0.5,6.02,-0.965566,-0.945617,0.0199491
0.5,6.03,-0.968119,-0.948118,0.0200018
0.5,6.04,-0.970576,-0.950523,0.0200526
0.5,6.05,-0.972935,-0.952834,0.0201013
0.5,6.06,-0.975197,-0.955049,0.0201481
0.5,6.07,-0.977362,-0.957169,0.0201928
0.5,6.08,-0.979429,-0.959193,0.0202355
0.5,6.09,-0.981398,-0.961122,0.0202762
0.5,6.1,-0.983268,-0.962954,0.0203148
0.5,6.11,-0.985041,-0.964689,0.0203514
0.5,6.12,-0.986715,-0.966329,0.020386
0.5,6.13,-0.98829,-0.967871,0.0204186
0.5,6.14,-0.989766,-0.969317,0.0204491
0.5,6.15,-0.991144,-0.970666,0.0204775
0.5,6.16,-0.992422,-0.971918,0.0205039
0.5,6.17,-0.993601,-0.973073,0.0205283
0.5,6.18,-0.994681,-0.974131,0.0205506
0.5,6.19,-0.995661,-0.975091,0.0205709
0.5,6.2,-0.996542,-0.975953,0.0205891
0.5,6.21,-0.997323,-0.976718,0.0206052
0.5,6.22,-0.998004,-0.977385,0.0206193
0.5,6.23,-0.998586,-0.977955,0.0206313
0.5,6.24,-0.999068,-0.978426,0.0206412
0.5,6.25,-0.999449,-0.9788,0.0206491
0.5,6.26,-0.999731,-0.979076,0.0206549
0.5,6.27,-0.999913,-0.979254,0.0206587
0.5,6.28,-0.999995,-0.979335,0.0206604
0.5,6.29,-0.999977,-0.979317,0.02066
0.5,6.3,-0.999859,-0.979201,0.0206576
0.5,6.31,-0.999641,-0.978987,0.0206531
0.5,6.32,-0.999322,-0.978676,0.0206465
0.5,6.33,-0.998904,-0.978267,0.0206379
0.5,6.34,-0.998386,-0.977759,0.0206272
0.5,6.35,-0.997769,-0.977154,0.0206144
0.5,6.36,-0.997051,-0.976452,0.0205996
0.5,6.37,-0.996234,-0.975651,0.0205827
0.5,6.38,-0.995317,-0.974753,0.0205637
0.5,6.39,-0.994301,-0.973758,0.0205427
0.5,6.4,-0.993185,-0.972665,0.0205197
0.5,6.41,-0.99197,-0.971475,0.0204946
0.5,6.42,-0.990655,-0.970188,0.0204674
0.5,6.43,-0.989242,-0.968804,0.0204382
0.5,6.44,-0.98773,-0.967323,0.020407
0.5,6.45,-0.986119,-0.965745,0.0203737
0.5,6.46,-0.984409,-0.964071,0.0203384
0.5,6.47,-0.982601,-0.9623,0.020301
0.5,6.48,-0.980694,-0.960433,0.0202616
0.5,6.49,-0.97869,-0.95847,0.0202202
0.5,6.5,-0.976588,-0.956411,0.0201768
0.5,6.51,-0.974388,-0.954256,0.0201313
0.5,6.52,-0.97209,-0.952006,0.0200839
0.5,6.53,-0.969696,-0.949661,0.0200344
0.5,6.54,-0.967204,-0.947221,0.0199829
0.5,6.55,-0.964616,-0.944686,0.0199294
0.5,6.56,-0.961931,-0.942057,0.019874
0.5,6.57,-0.95915,-0.939333,0.0198165
0.5,6.58,-0.956273,-0.936516,0.0197571
0.5,6.59,-0.9533,-0.933605,0.0196957
0.5,6.6,-0.950233,-0.9306,0.0196323
0.5,6.61,-0.94707,-0.927503,0.0195669
0.5,6.62,-0.943812,-0.924313,0.0194996
0.5,6.63,-0.94046,-0.92103,0.0194304
0.5,6.64,-0.937014,-0.917655,0.0193592
0.5,6.65,-0.933474,-0.914188,0.019286
0.5,6.66,-0.929841,-0.91063,0.019211
0.5,6.67,-0.926115,-0.906981,0.019134
0.5,6.68,-0.922297,-0.903242,0.0190551
0.5,6.69,-0.918386,-0.899412,0.0189743
0.5,6.7,-0.914383,-0.895492,0.0188916
0.5,6.71,-0.910289,-0.891482,0.018807
0.5,6.72,-0.906104,-0.887383,0.0187206
0.5,6.73,-0.901828,-0.883196,0.0186322
0.5,6.74,-0.897462,-0.87892,0.018542
0.5,6.75,-0.893006,-0.874556,0.01845
0.5,6.76,-0.888461,-0.870105,0.0183561
0.5,6.77,-0.883827,-0.865567,0.0182603
0.5,6.78,-0.879105,-0.860942,0.0181627
0.5,6.79,-0.874295,-0.856232,0.0180634
0.5,6.8,-0.869397,-0.851435,0.0179622
0.5,6.81,-0.864413,-0.846554,0.0178592
0.5,6.82,-0.859342,-0.841588,0.0177544
0.5,6.83,-0.854185,-0.836537,0.0176479
0.5,6.84,-0.848943,-0.831403,0.0175396
0.5,6.85,-0.843616,-0.826186,0.0174295
0.5,6.86,-0.838204,-0.820886,0.0173177
0.5,6.87,-0.832709,-0.815504,0.0172042
0.5,6.88,-0.82713,-0.810041,0.0170889
0.5,6.89,-0.821469,-0.804497,0.0169719
0.5,6.9,-0.815725,-0.798872,0.0168533
0.5,6.91,-0.8099,-0.793167,0.0167329
0.5,6.92,-0.803994,-0.787383,0.0166109
0.5,6.93,-0.798007,-0.78152,0.0164872
0.5,6.94,-0.791941,-0.775579,0.0163619
0.5,6.95,-0.785796,-0.769561,0.0162349
0.5,6.96,-0.779572,-0.763465,0.0161063
0.5,6.97,-0.77327,-0.757294,0.0159761
0.5,6.98,-0.76689,-0.751046,0.0158443
0.5,6.99,-0.760434,-0.744723,0.0157109
0.5,7,-0.753902,-0.738326,0.015576
0.5,7.01,-0.747295,-0.731855,0.0154395
0.5,7.02,-0.740613,-0.725311,0.0153014
0.5,7.03,-0.733856,-0.718695,0.0151618
0.5,7.04,-0.727027,-0.712006,0.0150207
0.5,7.05,-0.720124,-0.705246,0.0148781
0.5,7.06,-0.71315,-0.698416,0.014734
0.5,7.07,-0.706104,-0.691516,0.0145885
0.5,7.08,-0.698988,-0.684547,0.0144414
0.5,7.09,-0.691802,-0.677509,0.014293
0.5,7.1,-0.684547,-0.670404,0.0141431
0.5,7.11,-0.677223,-0.663231,0.0139918
0.5,7.12,-0.669831,-0.655992,0.013839
0.5,7.13,-0.662373,-0.648688,0.013685
0.5,7.14,-0.654848,-0.641319,0.0135295
0.5,7.15,-0.647258,-0.633885,0.0133727
0.5,7.16,-0.639603,-0.626388,0.0132145
0.5,7.17,-0.631884,-0.618829,0.013055
0.5,7.18,-0.624102,-0.611208,0.0128943
0.5,7.19,-0.616257,-0.603525,0.0127322
0.5,7.2,-0.608351,-0.595782,0.0125688
0.5,7.21,-0.600384,-0.58798,0.0124042
0.5,7.22,-0.592357,-0.580119,0.0122384
0.5,7.23,-0.584271,-0.5722,0.0120713
0.5,7.24,-0.576126,-0.564223,0.0119031
0.5,7.25,-0.567924,-0.556191,0.0117336
0.5,7.26,-0.559665,-0.548102,0.011563
0.5,7.27,-0.55135,-0.539959,0.0113912
0.5,7.28,-0.54298,-0.531762,0.0112182
0.5,7.29,-0.534555,-0.523511,0.0110442
0.5,7.3,-0.526078,-0.515208,0.010869
0.5,7.31,-0.517547,-0.506854,0.0106928
0.5,7.32,-0.508965,-0.498449,0.0105155
0.5,7.33,-0.500332,-0.489994,0.0103371
0.5,7.34,-0.491648,-0.481491,0.0101577
0.5,7.35,-0.482916,-0.472939,0.00997728
0.5,7.36,-0.474135,-0.464339,0.00979587
0.5,7.37,-0.465307,-0.455694,0.00961348
0.5,7.38,-0.456433,-0.447002,0.00943012
0.5,7.39,-0.447512,-0.438267,0.00924583
0.5,7.4,-0.438547,-0.429487,0.0090606
0.5,7.41,-0.429538,-0.420664,0.00887448
0.5,7.42,-0.420487,-0.411799,0.00868746
0.5,7.43,-0.411393,-0.402893,0.00849958
0.5,7.44,-0.402258,-0.393947,0.00831085
0.5,7.45,-0.393083,-0.384961,0.00812128
0.5,7.46,-0.383868,-0.375937,0.0079309
0.5,7.47,-0.374615,-0.366875,0.00773973
0.5,7.48,-0.365325,-0.357777,0.00754779
0.5,7.49,-0.355998,-0.348643,0.00735509
0.5,7.5,-0.346635,-0.339474,0.00716166
0.5,7.51,-0.337238,-0.330271,0.00696751
0.5,7.52,-0.327807,-0.321035,0.00677266
0.5,7.53,-0.318344,-0.311766,0.00657714
0.5,7.54,-0.308848,-0.302467,0.00638095
0.5,7.55,-0.299322,-0.293138,0.00618413
0.5,7.56,-0.289765,-0.283779,0.0059867
0.5,7.57,-0.28018,-0.274391,0.00578866
0.5,7.58,-0.270567,-0.264977,0.00559004
0.5,7.59,-0.260926,-0.255535,0.00539087
0.5,7.6,-0.25126,-0.246069,0.00519115
0.5,7.61,-0.241568,-0.236577,0.00499092
0.5,7.62,-0.231852,-0.227062,0.00479019
0.5,7.63,-0.222114,-0.217525,0.00458898
0.5,7.64,-0.212352,-0.207965,0.00438731
0.5,7.65,-0.20257,-0.198385,0.0041852
0.5,7.66,-0.192767,-0.188785,0.00398267
0.5,7.67,-0.182945,-0.179166,0.00377974
0.5,7.68,-0.173105,-0.169529,0.00357644
0.5,7.69,-0.163248,-0.159875,0.00337278
0.5,7.7,-0.153374,-0.150205,0.00316878
0.5,7.71,-0.143485,-0.14052,0.00296446
0.5,7.72,-0.133581,-0.130821,0.00275985
0.5,7.73,-0.123664,-0.121109,0.00255496
0.5,7.74,-0.113735,-0.111385,0.00234982
0.5,7.75,-0.103794,-0.10165,0.00214444
0.5,7.76,-0.0938433,-0.0919045,0.00193885
0.5,7.77,-0.0838829,-0.0821499,0.00173306
0.5,7.78,-0.0739142,-0.0723871,0.0015271
0.5,7.79,-0.063938,-0.062617,0.00132099
0.5,7.8,-0.0539554,-0.0528407,0.00111475
0.5,7.81,-0.0439675,-0.0430591,0.000908389
0.5,7.82,-0.0339751,-0.0332732,0.000701942
0.5,7.83,-0.0239793,-0.0234839,0.000495425
0.5,7.84,-0.0139812,-0.0136923,0.000288858
0.5,7.85,-0.00398162,-0.00389936,8.22623e-05
0.5,7.86,0.00601833,0.00589399,0.000124342
0.5,7.87,0.0160177,0.0156867,0.000330933
0.5,7.88,0.0260154,0.0254779,0.000537492
0.5,7.89,0.0360106,0.0352666,0.000743996
0.5,7.9,0.0460021,0.0450517,0.000950427
0.5,7.91,0.0559891,0.0548323,0.00115676
0.5,7.92,0.0659704,0.0646074,0.00136298
0.5,7.93,0.0759452,0.0743761,0.00156906
0.5,7.94,0.0859123,0.0841373,0.00177499
0.5,7.95,0.0958709,0.0938902,0.00198074
0.5,7.96,0.10582,0.103634,0.00218629
0.5,7.97,0.115758,0.113367,0.00239162
0.5,7.98,0.125685,0.123088,0.00259672
0.5,7.99,0.135599,0.132798,0.00280155
0.5,8,0.1455,0.142494,0.0030061
0.5,8.01,0.155386,0.152176,0.00321036
0.5,8.02,0.165257,0.161842,0.00341429
0.5,8.03,0.175111,0.171493,0.00361788
0.5,8.04,0.184947,0.181126,0.00382111
0.5,8.05,0.194765,0.190742,0.00402395
0.5,8.06,0.204564,0.200338,0.0042264
0.5,8.07,0.214342,0.209914,0.00442842
0.5,8.08,0.224099,0.219469,0.00463
0.5,8.09,0.233833,0.229002,0.00483111
0.5,8.1,0.243544,0.238512,0.00503174
0.5,8.11,0.253231,0.247999,0.00523187
0.5,8.12,0.262892,0.25746,0.00543148
0.5,8.13,0.272527,0.266896,0.00563054
0.5,8.14,0.282135,0.276306,0.00582904
0.5,8.15,0.291714,0.285687,0.00602696
0.5,8.16,0.301264,0.29504,0.00622427
0.5,8.17,0.310785,0.304364,0.00642096
0.5,8.18,0.320274,0.313657,0.00661701
0.5,8.19,0.329731,0.322918,0.0068124
0.5,8.2,0.339155,0.332148,0.00700711
0.5,8.21,0.348545,0.341344,0.00720111
0.5,8.22,0.3579,0.350506,0.0073944
0.5,8.23,0.36722,0.359633,0.00758695
0.5,8.24,0.376503,0.368724,0.00777873
0.5,8.25,0.385748,0.377778,0.00796974
0.5,8.26,0.394955,0.386795,0.00815996
0.5,8.27,0.404122,0.395772,0.00834935
0.5,8.28,0.413248,0.40471,0.00853792
0.5,8.29,0.422334,0.413608,0.00872562
0.5,8.3,0.431377,0.422464,0.00891246
0.5,8.31,0.440377,0.431278,0.0090984
0.5,8.32,0.449333,0.440049,0.00928344
0.5,8.33,0.458244,0.448776,0.00946754
0.5,8.34,0.467109,0.457458,0.0096507
0.5,8.35,0.475928,0.466095,0.0098329
0.5,8.36,0.484698,0.474684,0.0100141
0.5,8.37,0.493421,0.483227,0.0101943
0.5,8.38,0.502094,0.49172,0.0103735
0.5,8.39,0.510717,0.500165,0.0105517
0.5,8.4,0.519289,0.50856,0.0107288
0.5,8.41,0.527809,0.516904,0.0109048
0.5,8.42,0.536276,0.525196,0.0110797
0.5,8.43,0.544689,0.533436,0.0112535
0.5,8.44,0.553048,0.541622,0.0114262
0.5,8.45,0.561352,0.549754,0.0115978
0.5,8.46,0.569599,0.557831,0.0117682
0.5,8.47,0.57779,0.565853,0.0119374
0.5,8.48,0.585923,0.573817,0.0121055
0.5,8.49,0.593997,0.581725,0.0122723
0.5,8.5,0.602012,0.589574,0.0124379
0.5,8.51,0.609967,0.597364,0.0126022
0.5,8.52,0.61786,0.605095,0.0127653
0.5,8.53,0.625692,0.612765,0.0129271
0.5,8.54,0.633461,0.620374,0.0130876
0.5,8.55,0.641167,0.62792,0.0132468
0.5,8.56,0.648809,0.635404,0.0134047
0.5,8.57,0.656386,0.642825,0.0135613
0.5,8.58,0.663897,0.650181,0.0137164
0.5,8.59,0.671342,0.657472,0.0138703
0.5,8.6,0.67872,0.664697,0.0140227
0.5,8.61,0.68603,0.671856,0.0141737
0.5,8.62,0.693271,0.678948,0.0143233
0.5,8.63,0.700443,0.685972,0.0144715
0.5,8.64,0.707545,0.692927,0.0146182
0.5,8.65,0.714576,0.699813,0.0147635
0.5,8.66,0.721536,0.706629,0.0149073
0.5,8.67,0.728424,0.713374,0.0150496
0.5,8.68,0.735238,0.720048,0.0151904
0.5,8.69,0.74198,0.72665,0.0153297
0.5,8.7,0.748647,0.733179,0.0154674
0.5,8.71,0.755239,0.739635,0.0156036
0.5,8.72,0.761755,0.746017,0.0157382
0.5,8.73,0.768196,0.752325,0.0158713
0.5,8.74,0.77456,0.758557,0.0160028
0.5,8.75,0.780846,0.764713,0.0161327
0.5,8.76,0.787054,0.770793,0.0162609
0.5,8.77,0.793183,0.776796,0.0163876
0.5,8.78,0.799233,0.782721,0.0165126
0.5,8.79,0.805203,0.788567,0.0166359
0.5,8.8,0.811093,0.794335,0.0167576
0.5,8.81,0.816902,0.800024,0.0168776
0.5,8.82,0.822628,0.805632,0.0169959
0.5,8.83,0.828273,0.81116,0.0171125
0.5,8.84,0.833835,0.816607,0.0172274
0.5,8.85,0.839313,0.821972,0.0173406
0.5,8.86,0.844707,0.827255,0.0174521
0.5,8.87,0.850017,0.832456,0.0175618
0.5,8.88,0.855242,0.837573,0.0176697
0.5,8.89,0.860382,0.842606,0.0177759
0.5,8.9,0.865435,0.847555,0.0178803
0.5,8.91,0.870402,0.852419,0.0179829
0.5,8.92,0.875282,0.857198,0.0180838
0.5,8.93,0.880074,0.861891,0.0181828
0.5,8.94,0.884778,0.866498,0.01828
0.5,8.95,0.889394,0.871019,0.0183753
0.5,8.96,0.893921,0.875452,0.0184689
0.5,8.97,0.898359,0.879798,0.0185605
0.5,8.98,0.902706,0.884056,0.0186504
0.5,8.99,0.906964,0.888225,0.0187383
0.5,9,0.91113,0.892306,0.0188244
0.5,9.01,0.915206,0.896297,0.0189086
0.5,9.02,0.91919,0.900199,0.0189909
0.5,9.03,0.923082,0.904011,0.0190713
0.5,9.04,0.926882,0.907732,0.0191498
0.5,9.05,0.930589,0.911362,0.0192264
0.5,9.06,0.934203,0.914902,0.0193011
0.5,9.07,0.937724,0.91835,0.0193738
0.5,9.08,0.941151,0.921706,0.0194446
0.5,9.09,0.944483,0.92497,0.0195135
0.5,9.1,0.947722,0.928141,0.0195804
0.5,9.11,0.950865,0.93122,0.0196453
0.5,9.12,0.953914,0.934205,0.0197083
0.5,9.13,0.956867,0.937097,0.0197693
0.5,9.14,0.959724,0.939896,0.0198284
0.5,9.15,0.962485,0.9426,0.0198854
0.5,9.16,0.965151,0.94521,0.0199405
0.5,9.17,0.967719,0.947726,0.0199936
0.5,9.18,0.970191,0.950147,0.0200446
0.5,9.19,0.972566,0.952472,0.0200937
0.5,9.2,0.974844,0.954703,0.0201408
0.5,9.21,0.977024,0.956838,0.0201858
0.5,9.22,0.979106,0.958877,0.0202288
0.5,9.23,0.981091,0.960821,0.0202698
0.5,9.24,0.982977,0.962668,0.0203088
0.5,9.25,0.984765,0.964419,0.0203457
0.5,9.26,0.986455,0.966074,0.0203806
0.5,9.27,0.988046,0.967632,0.0204135
0.5,9.28,0.989538,0.969094,0.0204443
0.5,9.29,0.990931,0.970458,0.0204731
0.5,9.3,0.992225,0.971725,0.0204999
0.5,9.31,0.99342,0.972896,0.0205246
0.5,9.32,0.994516,0.973969,0.0205472
0.5,9.33,0.995512,0.974944,0.0205678
0.5,9.34,0.996409,0.975822,0.0205863
0.5,9.35,0.997205,0.976603,0.0206028
0.5,9.36,0.997903,0.977285,0.0206172
0.5,9.37,0.9985,0.977871,0.0206295
0.5,9.38,0.998998,0.978358,0.0206398
0.5,9.39,0.999395,0.978747,0.020648
0.5,9.4,0.999693,0.979039,0.0206542
0.5,9.41,0.999891,0.979233,0.0206582
0.5,9.42,0.999989,0.979328,0.0206603
0.5,9.43,0.999986,0.979326,0.0206602
0.5,9.44,0.999884,0.979226,0.0206581
0.5,9.45,0.999682,0.979028,0.0206539
0.5,9.46,0.99938,0.978732,0.0206477
0.5,9.47,0.998978,0.978338,0.0206394
0.5,9.48,0.998476,0.977847,0.020629
0.5,9.49,0.997874,0.977257,0.0206166
0.5,9.5,0.997172,0.97657,0.0206021
0.5,9.51,0.996371,0.975785,0.0205855
0.5,9.52,0.99547,0.974903,0.0205669
0.5,9.53,0.994469,0.973923,0.0205462
0.5,9.54,0.993369,0.972846,0.0205235
0.5,9.55,0.99217,0.971671,0.0204987
0.5,9.56,0.990871,0.9704,0.0204719
0.5,9.57,0.989474,0.969031,0.020443
0.5,9.58,0.987977,0.967565,0.0204121
0.5,9.59,0.986382,0.966003,0.0203791
0.5,9.6,0.984688,0.964344,0.0203441
0.5,9.61,0.982895,0.962588,0.0203071
0.5,9.62,0.981005,0.960737,0.020268
0.5,9.63,0.979016,0.958789,0.020227
0.5,9.64,0.976929,0.956745,0.0201838
0.5,9.65,0.974745,0.954606,0.0201387
0.5,9.66,0.972463,0.952371,0.0200916
0.5,9.67,0.970083,0.950041,0.0200424
0.5,9.68,0.967607,0.947616,0.0199912
0.5,9.69,0.965034,0.945096,0.0199381
0.5,9.7,0.962365,0.942482,0.0198829
0.5,9.71,0.959599,0.939773,0.0198258
0.5,9.72,0.956738,0.936971,0.0197667
0.5,9.73,0.95378,0.934075,0.0197056
0.5,9.74,0.950728,0.931085,0.0196425
0.5,9.75,0.94758,0.928002,0.0195775
0.5,9.76,0.944337,0.924827,0.0195105
0.5,9.77,0.941,0.921559,0.0194415
0.5,9.78,0.937569,0.918199,0.0193706
0.5,9.79,0.934044,0.914747,0.0192978
0.5,9.8,0.930426,0.911203,0.0192231
0.5,9.81,0.926715,0.907569,0.0191464
0.5,9.82,0.922911,0.903843,0.0190678
0.5,9.83,0.919015,0.900028,0.0189873
0.5,9.84,0.915027,0.896122,0.0189049
0.5,9.85,0.910947,0.892127,0.0188206
0.5,9.86,0.906776,0.888042,0.0187345
0.5,9.87,0.902515,0.883869,0.0186464
0.5,9.88,0.898163,0.879607,0.0185565
0.5,9.89,0.893722,0.875257,0.0184647
0.5,9.9,0.889191,0.87082,0.0183711
0.5,9.91,0.884571,0.866296,0.0182757
0.5,9.92,0.879863,0.861685,0.0181784
0.5,9.93,0.875067,0.856988,0.0180793
0.5,9.94,0.870183,0.852205,0.0179784
0.5,9.95,0.865213,0.847337,0.0178757
0.5,9.96,0.860155,0.842384,0.0177712
0.5,9.97,0.855012,0.837347,0.017665
0.5,9.98,0.849783,0.832226,0.0175569
0.5,9.99,0.84447,0.827023,0.0174472
0.5,10,0.839072,0.821736,0.0173356
0.1,0,-1,-0.999167,0.000833056
0.1,0.01,-0.99995,-0.999117,0.000833014
0.1,0.02,-0.9998,-0.998967,0.000832889
0.1,0.03,-0.99955,-0.998717,0.000832681
0.1,0.04,-0.9992,-0.998368,0.000832389
0.1,0.05,-0.99875,-0.997918,0.000832015
0.1,0.06,-0.998201,-0.997369,0.000831557
0.1,0.07,-0.997551,-0.99672,0.000831015
0.1,0.08,-0.996802,-0.995971,0.000830391
0.1,0.09,-0.995953,-0.995123,0.000829684
0.1,0.1,-0.995004,-0.994175,0.000828894
0.1,0.11,-0.993956,-0.993128,0.000828021
0.1,0.12,-0.992809,-0.991982,0.000827065
0.1,0.13,-0.991562,-0.990736,0.000826026
0.1,0.14,-0.990216,-0.989391,0.000824905
0.1,0.15,-0.988771,-0.987947,0.000823701
0.1,0.16,-0.987227,-0.986405,0.000822415
0.1,0.17,-0.985585,-0.984764,0.000821047
0.1,0.18,-0.983844,-0.983024,0.000819597
0.1,0.19,-0.982004,-0.981186,0.000818064
0.1,0.2,-0.980067,-0.97925,0.00081645
0.1,0.21,-0.978031,-0.977216,0.000814754
0.1,0.22,-0.975897,-0.975084,0.000812977
0.1,0.23,-0.973666,-0.972855,0.000811118
0.1,0.24,-0.971338,-0.970529,0.000809179
0.1,0.25,-0.968912,-0.968105,0.000807158
