h,t,exacta,segunda_derivada,error
0.01,3.06,0.996673,0.996665,8.30558e-06
0.01,3.07,0.997438,0.99743,8.31196e-06
0.01,3.08,0.998104,0.998095,8.3175e-06
0.01,3.09,0.998669,0.998661,8.32222e-06
0.01,3.1,0.999135,0.999127,8.3261e-06
0.01,3.11,0.999501,0.999493,8.32915e-06
0.01,3.12,0.999767,0.999759,8.33136e-06
0.01,3.13,0.999933,0.999924,8.33275e-06
0.01,3.14,0.999999,0.99999,8.33329e-06
0.01,3.15,0.999965,0.999956,8.33301e-06
0.01,3.16,0.999831,0.999822,8.33189e-06
0.01,3.17,0.999597,0.999588,8.32994e-06
0.01,3.18,0.999263,0.999254,8.32716e-06
0.01,3.19,0.998829,0.99882,8.32354e-06
0.01,3.2,0.998295,0.998286,8.3191e-06
0.01,3.21,0.997661,0.997653,8.31381e-06
0.01,3.22,0.996928,0.996919,8.3077e-06
0.01,3.23,0.996095,0.996086,8.30076e-06
0.01,3.24,0.995162,0.995154,8.29299e-06
0.01,3.25,0.99413,0.994121,8.28439e-06
0.01,3.26,0.992998,0.99299,8.27495e-06
0.01,3.27,0.991767,0.991759,8.2647e-06
0.01,3.28,0.990437,0.990429,8.25361e-06
0.01,3.29,0.989008,0.989,8.24171e-06
0.01,3.3,0.98748,0.987472,8.22897e-06
0.01,3.31,0.985853,0.985845,8.21541e-06
0.01,3.32,0.984128,0.984119,8.20104e-06
0.01,3.33,0.982304,0.982296,8.18584e-06
0.01,3.34,0.980382,0.980374,8.16982e-06
0.01,3.35,0.978362,0.978354,8.15299e-06
0.01,3.36,0.976244,0.976236,8.13534e-06
0.01,3.37,0.974028,0.97402,8.11688e-06
0.01,3.38,0.971715,0.971707,8.0976e-06
0.01,3.39,0.969305,0.969297,8.07752e-06
0.01,3.4,0.966798,0.96679,8.05663e-06
0.01,3.41,0.964194,0.964186,8.03493e-06
0.01,3.42,0.961494,0.961486,8.01243e-06
0.01,3.43,0.958698,0.95869,7.98913e-06
0.01,3.44,0.955806,0.955798,7.96502e-06
0.01,3.45,0.952818,0.95281,7.94012e-06
0.01,3.46,0.949735,0.949727,7.91443e-06
0.01,3.47,0.946557,0.946549,7.88795e-06
0.01,3.48,0.943285,0.943277,7.86068e-06
0.01,3.49,0.939918,0.93991,7.83262e-06
0.01,3.5,0.936457,0.936449,7.80378e-06
0.01,3.51,0.932902,0.932894,7.77416e-06
0.01,3.52,0.929254,0.929246,7.74376e-06
0.01,3.53,0.925513,0.925506,7.71259e-06
0.01,3.54,0.92168,0.921672,7.68064e-06
0.01,3.55,0.917755,0.917747,7.64793e-06
0.01,3.56,0.913737,0.91373,7.61445e-06
0.01,3.57,0.909629,0.909621,7.58021e-06
0.01,3.58,0.905429,0.905421,7.54522e-06
0.01,3.59,0.901139,0.901131,7.50947e-06
0.01,3.6,0.896758,0.896751,7.47296e-06
0.01,3.61,0.892288,0.892281,7.43571e-06
0.01,3.62,0.887729,0.887722,7.39772e-06
0.01,3.63,0.883081,0.883074,7.35898e-06
0.01,3.64,0.878345,0.878338,7.31952e-06
0.01,3.65,0.873521,0.873514,7.27932e-06
0.01,3.66,0.868609,0.868602,7.23839e-06
0.01,3.67,0.863611,0.863604,7.19674e-06
0.01,3.68,0.858526,0.858519,7.15436e-06
0.01,3.69,0.853356,0.853349,7.11128e-06
0.01,3.7,0.8481,0.848093,7.06748e-06
0.01,3.71,0.842759,0.842752,7.02297e-06
0.01,3.72,0.837334,0.837327,6.97776e-06
0.01,3.73,0.831826,0.831819,6.93186e-06
0.01,3.74,0.826234,0.826227,6.88526e-06
0.01,3.75,0.820559,0.820553,6.83797e-06
0.01,3.76,0.814803,0.814796,6.79e-06
0.01,3.77,0.808965,0.808958,6.74135e-06
0.01,3.78,0.803046,0.803039,6.69203e-06
0.01,3.79,0.797047,0.79704,6.64203e-06
0.01,3.8,0.790968,0.790961,6.59138e-06
0.01,3.81,0.78481,0.784803,6.54006e-06
0.01,3.82,0.778573,0.778567,6.48809e-06
0.01,3.83,0.772259,0.772252,6.43547e-06
0.01,3.84,0.765867,0.765861,6.38221e-06
0.01,3.85,0.759399,0.759393,6.32831e-06
0.01,3.86,0.752855,0.752849,6.27377e-06
0.01,3.87,0.746236,0.746229,6.21861e-06
0.01,3.88,0.739542,0.739535,6.16283e-06
0.01,3.89,0.732774,0.732767,6.10643e-06
0.01,3.9,0.725932,0.725926,6.04942e-06
0.01,3.91,0.719018,0.719012,5.9918e-06
0.01,3.92,0.712033,0.712027,5.93359e-06
0.01,3.93,0.704976,0.70497,5.87478e-06
0.01,3.94,0.697848,0.697843,5.81538e-06
0.01,3.95,0.690651,0.690645,5.75541e-06
0.01,3.96,0.683385,0.683379,5.69486e-06
0.01,3.97,0.67605,0.676045,5.63373e-06
0.01,3.98,0.668648,0.668642,5.57205e-06
0.01,3.99,0.661179,0.661173,5.5098e-06
0.01,4,0.653644,0.653638,5.44701e-06
0.01,4.01,0.646043,0.646038,5.38367e-06
0.01,4.02,0.638378,0.638373,5.3198e-06
0.01,4.03,0.630649,0.630644,5.25539e-06
0.01,4.04,0.622857,0.622852,5.19046e-06
0.01,4.05,0.615002,0.614997,5.125e-06
0.01,4.06,0.607087,0.607081,5.05904e-06
0.01,4.07,0.59911,0.599105,4.99257e-06
0.01,4.08,0.591073,0.591069,4.9256e-06
0.01,4.09,0.582978,0.582973,4.85813e-06
0.01,4.1,0.574824,0.574819,4.79019e-06
0.01,4.11,0.566613,0.566608,4.72176e-06
0.01,4.12,0.558345,0.55834,4.65286e-06
0.01,4.13,0.550021,0.550016,4.58349e-06
0.01,4.14,0.541642,0.541637,4.51367e-06
0.01,4.15,0.533209,0.533204,4.44339e-06
0.01,4.16,0.524722,0.524718,4.37267e-06
0.01,4.17,0.516184,0.516179,4.30152e-06
0.01,4.18,0.507593,0.507589,4.22993e-06
0.01,4.19,0.498952,0.498948,4.15792e-06
0.01,4.2,0.490261,0.490257,4.08549e-06
0.01,4.21,0.481521,0.481517,4.01266e-06
0.01,4.22,0.472732,0.472728,3.93942e-06
0.01,4.23,0.463897,0.463893,3.86579e-06
0.01,4.24,0.455015,0.455011,3.79178e-06
0.01,4.25,0.446087,0.446084,3.71738e-06
0.01,4.26,0.437115,0.437112,3.64262e-06
0.01,4.27,0.4281,0.428096,3.56749e-06
0.01,4.28,0.419041,0.419038,3.492e-06
0.01,4.29,0.409941,0.409937,3.41616e-06
0.01,4.3,0.400799,0.400796,3.33998e-06
0.01,4.31,0.391618,0.391614,3.26347e-06
0.01,4.32,0.382397,0.382394,3.18663e-06
0.01,4.33,0.373138,0.373135,3.10947e-06
0.01,4.34,0.363842,0.363839,3.032e-06
0.01,4.35,0.354509,0.354506,2.95423e-06
0.01,4.36,0.345141,0.345138,2.87617e-06
0.01,4.37,0.335738,0.335736,2.79781e-06
0.01,4.38,0.326302,0.326299,2.71918e-06
0.01,4.39,0.316833,0.316831,2.64027e-06
0.01,4.4,0.307333,0.30733,2.5611e-06
0.01,4.41,0.297802,0.297799,2.48167e-06
0.01,4.42,0.288241,0.288238,2.402e-06
0.01,4.43,0.278651,0.278648,2.32208e-06
0.01,4.44,0.269033,0.269031,2.24193e-06
0.01,4.45,0.259389,0.259386,2.16156e-06
0.01,4.46,0.249718,0.249716,2.08098e-06
0.01,4.47,0.240022,0.24002,2.00018e-06
0.01,4.48,0.230303,0.230301,1.91918e-06
0.01,4.49,0.22056,0.220559,1.838e-06
0.01,4.5,0.210796,0.210794,1.75663e-06
0.01,4.51,0.20101,0.201008,1.67508e-06
0.01,4.52,0.191204,0.191203,1.59336e-06
0.01,4.53,0.181379,0.181378,1.51149e-06
0.01,4.54,0.171536,0.171535,1.42947e-06
0.01,4.55,0.161676,0.161675,1.3473e-06
0.01,4.56,0.1518,0.151799,1.26499e-06
0.01,4.57,0.141908,0.141907,1.18257e-06
0.01,4.58,0.132003,0.132001,1.10002e-06
0.01,4.59,0.122084,0.122083,1.01736e-06
0.01,4.6,0.112153,0.112152,9.34601e-07
0.01,4.61,0.10221,0.102209,8.51749e-07
0.01,4.62,0.0922576,0.0922568,7.68811e-07
0.01,4.63,0.0822958,0.0822951,6.85796e-07
0.01,4.64,0.0723258,0.0723252,6.02713e-07
0.01,4.65,0.0623485,0.062348,5.19569e-07
0.01,4.66,0.052365,0.0523646,4.36374e-07
0.01,4.67,0.0423763,0.0423759,3.53135e-07
0.01,4.68,0.0323833,0.032383,2.6986e-07
0.01,4.69,0.0223871,0.0223869,1.86559e-07
0.01,4.7,0.0123887,0.0123886,1.03239e-07
0.01,4.71,0.00238898,0.00238896,1.99081e-08
0.01,4.72,-0.00761095,-0.00761088,6.34244e-08
0.01,4.73,-0.0176101,-0.01761,1.4675e-07
0.01,4.74,-0.0276075,-0.0276073,2.30062e-07
0.01,4.75,-0.0376022,-0.0376018,3.1335e-07
0.01,4.76,-0.047593,-0.0475926,3.96607e-07
0.01,4.77,-0.0575792,-0.0575787,4.79825e-07
0.01,4.78,-0.0675595,-0.067559,5.62994e-07
0.01,4.79,-0.0775331,-0.0775325,6.46107e-07
0.01,4.8,-0.087499,-0.0874983,7.29156e-07
0.01,4.81,-0.0974561,-0.0974553,8.12131e-07
0.01,4.82,-0.107403,-0.107403,8.95026e-07
0.01,4.83,-0.11734,-0.117339,9.77831e-07
0.01,4.84,-0.127265,-0.127264,1.06054e-06
0.01,4.85,-0.137177,-0.137176,1.14314e-06
0.01,4.86,-0.147076,-0.147074,1.22563e-06
0.01,4.87,-0.156959,-0.156958,1.30799e-06
0.01,4.88,-0.166827,-0.166826,1.39022e-06
0.01,4.89,-0.176679,-0.176677,1.47232e-06
0.01,4.9,-0.186512,-0.186511,1.55426e-06
0.01,4.91,-0.196327,-0.196326,1.63606e-06
0.01,4.92,-0.206123,-0.206121,1.71768e-06
0.01,4.93,-0.215898,-0.215896,1.79914e-06
0.01,4.94,-0.225651,-0.225649,1.88042e-06
0.01,4.95,-0.235381,-0.235379,1.96151e-06
0.01,4.96,-0.245089,-0.245087,2.0424e-06
0.01,4.97,-0.254771,-0.254769,2.12309e-06
0.01,4.98,-0.264428,-0.264426,2.20356e-06
0.01,4.99,-0.274059,-0.274057,2.28382e-06
0.01,5,-0.283662,-0.28366,2.36384e-06
0.01,5.01,-0.293237,-0.293235,2.44363e-06
0.01,5.02,-0.302783,-0.30278,2.52318e-06
0.01,5.03,-0.312298,-0.312295,2.60247e-06
0.01,5.04,-0.321782,-0.321779,2.68151e-06
0.01,5.05,-0.331234,-0.331231,2.76027e-06
0.01,5.06,-0.340653,-0.34065,2.83876e-06
0.01,5.07,-0.350037,-0.350034,2.91697e-06
0.01,5.08,-0.359387,-0.359384,2.99488e-06
0.01,5.09,-0.368701,-0.368698,3.0725e-06
0.01,5.1,-0.377978,-0.377975,3.1498e-06
0.01,5.11,-0.387217,-0.387214,3.2268e-06
0.01,5.12,-0.396417,-0.396414,3.30347e-06
0.01,5.13,-0.405578,-0.405575,3.3798e-06
0.01,5.14,-0.414698,-0.414695,3.45581e-06
0.01,5.15,-0.423777,-0.423773,3.53146e-06
0.01,5.16,-0.432813,-0.43281,3.60676e-06
0.01,5.17,-0.441806,-0.441803,3.68171e-06
0.01,5.18,-0.450755,-0.450751,3.75628e-06
0.01,5.19,-0.459659,-0.459655,3.83048e-06
0.01,5.2,-0.468517,-0.468513,3.90429e-06
0.01,5.21,-0.477328,-0.477324,3.97772e-06
0.01,5.22,-0.486091,-0.486087,4.05074e-06
0.01,5.23,-0.494806,-0.494801,4.12337e-06
0.01,5.24,-0.503471,-0.503466,4.19557e-06
0.01,5.25,-0.512085,-0.512081,4.26737e-06
0.01,5.26,-0.520649,-0.520645,4.33873e-06
0.01,5.27,-0.529161,-0.529156,4.40966e-06
0.01,5.28,-0.537619,-0.537615,4.48015e-06
0.01,5.29,-0.546024,-0.54602,4.55019e-06
0.01,5.3,-0.554374,-0.55437,4.61977e-06
0.01,5.31,-0.562669,-0.562664,4.6889e-06
0.01,5.32,-0.570908,-0.570903,4.75755e-06
0.01,5.33,-0.579089,-0.579084,4.82573e-06
0.01,5.34,-0.587213,-0.587208,4.89342e-06
0.01,5.35,-0.595278,-0.595273,4.96063e-06
0.01,5.36,-0.603283,-0.603278,5.02734e-06
0.01,5.37,-0.611228,-0.611223,5.09355e-06
0.01,5.38,-0.619112,-0.619107,5.15925e-06
0.01,5.39,-0.626934,-0.626928,5.22443e-06
0.01,5.4,-0.634693,-0.634688,5.28909e-06
0.01,5.41,-0.642389,-0.642383,5.35322e-06
0.01,5.42,-0.65002,-0.650015,5.41682e-06
0.01,5.43,-0.657587,-0.657581,5.47987e-06
0.01,5.44,-0.665088,-0.665082,5.54238e-06
0.01,5.45,-0.672522,-0.672516,5.60433e-06
0.01,5.46,-0.679889,-0.679883,5.66572e-06
0.01,5.47,-0.687188,-0.687182,5.72655e-06
0.01,5.48,-0.694418,-0.694412,5.7868e-06
0.01,5.49,-0.701579,-0.701573,5.84647e-06
0.01,5.5,-0.70867,-0.708664,5.90556e-06
0.01,5.51,-0.71569,-0.715684,5.96406e-06
0.01,5.52,-0.722638,-0.722632,6.02196e-06
0.01,5.53,-0.729514,-0.729508,6.07926e-06
0.01,5.54,-0.736317,-0.736311,6.13595e-06
0.01,5.55,-0.743046,-0.74304,6.19203e-06
0.01,5.56,-0.749702,-0.749695,6.24749e-06
0.01,5.57,-0.756282,-0.756275,6.30233e-06
0.01,5.58,-0.762786,-0.76278,6.35653e-06
0.01,5.59,-0.769215,-0.769208,6.4101e-06
0.01,5.6,-0.775566,-0.775559,6.46303e-06
0.01,5.61,-0.78184,-0.781833,6.51531e-06
0.01,5.62,-0.788035,-0.788029,6.56694e-06
0.01,5.63,-0.794152,-0.794145,6.61791e-06
0.01,5.64,-0.800189,-0.800183,6.66822e-06
0.01,5.65,-0.806147,-0.80614,6.71787e-06
0.01,5.66,-0.812024,-0.812017,6.76684e-06
0.01,5.67,-0.817819,-0.817812,6.81514e-06
0.01,5.68,-0.823533,-0.823526,6.86275e-06
0.01,5.69,-0.829164,-0.829157,6.90968e-06
0.01,5.7,-0.834713,-0.834706,6.95592e-06
0.01,5.71,-0.840178,-0.840171,7.00146e-06
0.01,5.72,-0.845559,-0.845552,7.0463e-06
0.01,5.73,-0.850855,-0.850848,7.09044e-06
0.01,5.74,-0.856067,-0.85606,7.13387e-06
0.01,5.75,-0.861192,-0.861185,7.17658e-06
0.01,5.76,-0.866232,-0.866225,7.21858e-06
0.01,5.77,-0.871185,-0.871178,7.25985e-06
0.01,5.78,-0.876051,-0.876044,7.3004e-06
0.01,5.79,-0.880829,-0.880822,7.34022e-06
0.01,5.8,-0.88552,-0.885512,7.37931e-06
0.01,5.81,-0.890121,-0.890114,7.41765e-06
0.01,5.82,-0.894634,-0.894626,7.45526e-06
0.01,5.83,-0.899057,-0.89905,7.49212e-06
0.01,5.84,-0.90339,-0.903383,7.52823e-06
0.01,5.85,-0.907633,-0.907626,7.56358e-06
0.01,5.86,-0.911785,-0.911778,7.59819e-06
0.01,5.87,-0.915846,-0.915839,7.63203e-06
0.01,5.88,-0.919816,-0.919808,7.66511e-06
0.01,5.89,-0.923693,-0.923686,7.69742e-06
0.01,5.9,-0.927478,-0.927471,7.72896e-06
0.01,5.91,-0.931171,-0.931163,7.75973e-06
0.01,5.92,-0.93477,-0.934762,7.78972e-06
0.01,5.93,-0.938276,-0.938268,7.81894e-06
0.01,5.94,-0.941688,-0.94168,7.84737e-06
0.01,5.95,-0.945005,-0.944997,7.87502e-06
0.01,5.96,-0.948229,-0.948221,7.90188e-06
0.01,5.97,-0.951357,-0.951349,7.92795e-06
0.01,5.98,-0.95439,-0.954382,7.95323e-06
0.01,5.99,-0.957328,-0.95732,7.97771e-06
0.01,6,-0.96017,-0.960162,8.00139e-06
0.01,6.01,-0.962916,-0.962908,8.02428e-06
0.01,6.02,-0.965566,-0.965558,8.04636e-06
0.01,6.03,-0.968119,-0.968111,8.06764e-06
0.01,6.04,-0.970576,-0.970568,8.08811e-06
0.01,6.05,-0.972935,-0.972927,8.10777e-06
0.01,6.06,-0.975197,-0.975189,8.12662e-06
0.01,6.07,-0.977362,-0.977354,8.14466e-06
0.01,6.08,-0.979429,-0.979421,8.16188e-06
0.01,6.09,-0.981398,-0.98139,8.17829e-06
0.01,6.1,-0.983268,-0.98326,8.19388e-06
0.01,6.11,-0.985041,-0.985033,8.20865e-06
0.01,6.12,-0.986715,-0.986707,8.2226e-06
0.01,6.13,-0.98829,-0.988282,8.23572e-06
0.01,6.14,-0.989766,-0.989758,8.24803e-06
0.01,6.15,-0.991144,-0.991136,8.25951e-06
0.01,6.16,-0.992422,-0.992414,8.27016e-06
0.01,6.17,-0.993601,-0.993593,8.27998e-06
0.01,6.18,-0.994681,-0.994673,8.28898e-06
0.01,6.19,-0.995661,-0.995653,8.29715e-06
0.01,6.2,-0.996542,-0.996534,8.30449e-06
0.01,6.21,-0.997323,-0.997315,8.311e-06
0.01,6.22,-0.998004,-0.997996,8.31668e-06
0.01,6.23,-0.998586,-0.998578,8.32152e-06
0.01,6.24,-0.999068,-0.999059,8.32554e-06
0.01,6.25,-0.999449,-0.999441,8.32872e-06
0.01,6.26,-0.999731,-0.999723,8.33107e-06
0.01,6.27,-0.999913,-0.999905,8.33258e-06
0.01,6.28,-0.999995,-0.999987,8.33327e-06
0.01,6.29,-0.999977,-0.999968,8.33311e-06
0.01,6.3,-0.999859,-0.99985,8.33213e-06
0.01,6.31,-0.999641,-0.999632,8.33031e-06
0.01,6.32,-0.999322,-0.999314,8.32766e-06
0.01,6.33,-0.998904,-0.998896,8.32417e-06
0.01,6.34,-0.998386,-0.998378,8.31986e-06
0.01,6.35,-0.997769,-0.99776,8.31471e-06
0.01,6.36,-0.997051,-0.997043,8.30873e-06
0.01,6.37,-0.996234,-0.996226,8.30192e-06
0.01,6.38,-0.995317,-0.995309,8.29428e-06
0.01,6.39,-0.994301,-0.994292,8.28581e-06
0.01,6.4,-0.993185,-0.993177,8.27651e-06
0.01,6.41,-0.99197,-0.991962,8.26639e-06
0.01,6.42,-0.990655,-0.990647,8.25543e-06
0.01,6.43,-0.989242,-0.989234,8.24366e-06
0.01,6.44,-0.98773,-0.987722,8.23105e-06
0.01,6.45,-0.986119,-0.98611,8.21763e-06
0.01,6.46,-0.984409,-0.984401,8.20338e-06
0.01,6.47,-0.982601,-0.982593,8.18831e-06
0.01,6.48,-0.980694,-0.980686,8.17243e-06
0.01,6.49,-0.97869,-0.978682,8.15572e-06
0.01,6.5,-0.976588,-0.976579,8.1382e-06
0.01,6.51,-0.974388,-0.97438,8.11987e-06
0.01,6.52,-0.97209,-0.972082,8.10073e-06
0.01,6.53,-0.969696,-0.969687,8.08077e-06
0.01,6.54,-0.967204,-0.967196,8.06001e-06
0.01,6.55,-0.964616,-0.964608,8.03844e-06
0.01,6.56,-0.961931,-0.961923,8.01606e-06
0.01,6.57,-0.95915,-0.959142,7.99289e-06
0.01,6.58,-0.956273,-0.956265,7.96891e-06
0.01,6.59,-0.9533,-0.953292,7.94414e-06
0.01,6.6,-0.950233,-0.950225,7.91858e-06
0.01,6.61,-0.94707,-0.947062,7.89222e-06
0.01,6.62,-0.943812,-0.943804,7.86507e-06
0.01,6.63,-0.94046,-0.940452,7.83714e-06
0.01,6.64,-0.937014,-0.937006,7.80843e-06
0.01,6.65,-0.933474,-0.933467,7.77893e-06
0.01,6.66,-0.929841,-0.929834,7.74865e-06
0.01,6.67,-0.926115,-0.926108,7.7176e-06
0.01,6.68,-0.922297,-0.922289,7.68578e-06
0.01,6.69,-0.918386,-0.918378,7.65319e-06
0.01,6.7,-0.914383,-0.914376,7.61984e-06
0.01,6.71,-0.910289,-0.910281,7.58572e-06
0.01,6.72,-0.906104,-0.906096,7.55084e-06
0.01,6.73,-0.901828,-0.901821,7.51521e-06
0.01,6.74,-0.897462,-0.897455,7.47883e-06
0.01,6.75,-0.893006,-0.892999,7.4417e-06
0.01,6.76,-0.888461,-0.888454,7.40382e-06
0.01,6.77,-0.883827,-0.88382,7.3652e-06
0.01,6.78,-0.879105,-0.879098,7.32585e-06
0.01,6.79,-0.874295,-0.874288,7.28577e-06
0.01,6.8,-0.869397,-0.86939,7.24495e-06
0.01,6.81,-0.864413,-0.864406,7.20342e-06
0.01,6.82,-0.859342,-0.859335,7.16116e-06
0.01,6.83,-0.854185,-0.854178,7.11819e-06
0.01,6.84,-0.848943,-0.848936,7.0745e-06
0.01,6.85,-0.843616,-0.843609,7.03011e-06
0.01,6.86,-0.838204,-0.838197,6.98501e-06
0.01,6.87,-0.832709,-0.832702,6.93922e-06
0.01,6.88,-0.82713,-0.827123,6.89273e-06
0.01,6.89,-0.821469,-0.821462,6.84555e-06
0.01,6.9,-0.815725,-0.815718,6.79769e-06
0.01,6.91,-0.8099,-0.809893,6.74914e-06
0.01,6.92,-0.803994,-0.803987,6.69993e-06
0.01,6.93,-0.798007,-0.798001,6.65004e-06
0.01,6.94,-0.791941,-0.791935,6.59949e-06
0.01,6.95,-0.785796,-0.785789,6.54828e-06
0.01,6.96,-0.779572,-0.779565,6.49641e-06
0.01,6.97,-0.77327,-0.773263,6.44389e-06
0.01,6.98,-0.76689,-0.766884,6.39073e-06
0.01,6.99,-0.760434,-0.760428,6.33693e-06
0.01,7,-0.753902,-0.753896,6.2825e-06
0.01,7.01,-0.747295,-0.747289,6.22744e-06
0.01,7.02,-0.740613,-0.740606,6.17175e-06
0.01,7.03,-0.733856,-0.73385,6.11545e-06
0.01,7.04,-0.727027,-0.727021,6.05854e-06
0.01,7.05,-0.720124,-0.720118,6.00102e-06
0.01,7.06,-0.71315,-0.713144,5.9429e-06
0.01,7.07,-0.706104,-0.706099,5.88418e-06
0.01,7.08,-0.698988,-0.698982,5.82488e-06
0.01,7.09,-0.691802,-0.691796,5.765e-06
0.01,7.1,-0.684547,-0.684541,5.70454e-06
0.01,7.11,-0.677223,-0.677217,5.64351e-06
0.01,7.12,-0.669831,-0.669826,5.58191e-06
0.01,7.13,-0.662373,-0.662367,5.51976e-06
0.01,7.14,-0.654848,-0.654843,5.45705e-06
0.01,7.15,-0.647258,-0.647253,5.3938e-06
0.01,7.16,-0.639603,-0.639598,5.33001e-06
0.01,7.17,-0.631884,-0.631879,5.26568e-06
0.01,7.18,-0.624102,-0.624097,5.20083e-06
0.01,7.19,-0.616257,-0.616252,5.13546e-06
0.01,7.2,-0.608351,-0.608346,5.06958e-06
0.01,7.21,-0.600384,-0.600379,5.00319e-06
0.01,7.22,-0.592357,-0.592352,4.93629e-06
0.01,7.23,-0.584271,-0.584266,4.86891e-06
0.01,7.24,-0.576126,-0.576122,4.80104e-06
0.01,7.25,-0.567924,-0.567919,4.73269e-06
0.01,7.26,-0.559665,-0.55966,4.66386e-06
0.01,7.27,-0.55135,-0.551345,4.59457e-06
0.01,7.28,-0.54298,-0.542975,4.52482e-06
0.01,7.29,-0.534555,-0.534551,4.45461e-06
0.01,7.3,-0.526078,-0.526073,4.38396e-06
0.01,7.31,-0.517547,-0.517543,4.31288e-06
0.01,7.32,-0.508965,-0.50896,4.24136e-06
0.01,7.33,-0.500332,-0.500327,4.16942e-06
0.01,7.34,-0.491648,-0.491644,4.09705e-06
0.01,7.35,-0.482916,-0.482912,4.02429e-06
0.01,7.36,-0.474135,-0.474131,3.95111e-06
0.01,7.37,-0.465307,-0.465303,3.87755e-06
0.01,7.38,-0.456433,-0.456429,3.80359e-06
0.01,7.39,-0.447512,-0.447509,3.72926e-06
0.01,7.4,-0.438547,-0.438544,3.65455e-06
0.01,7.41,-0.429538,-0.429535,3.57948e-06
0.01,7.42,-0.420487,-0.420483,3.50404e-06
0.01,7.43,-0.411393,-0.411389,3.42826e-06
0.01,7.44,-0.402258,-0.402254,3.35214e-06
0.01,7.45,-0.393083,-0.393079,3.27568e-06
0.01,7.46,-0.383868,-0.383865,3.19889e-06
0.01,7.47,-0.374615,-0.374612,3.12178e-06
0.01,7.48,-0.365325,-0.365322,3.04436e-06
0.01,7.49,-0.355998,-0.355995,2.96664e-06
0.01,7.5,-0.346635,-0.346632,2.88862e-06
0.01,7.51,-0.337238,-0.337235,2.81031e-06
0.01,7.52,-0.327807,-0.327805,2.73172e-06
0.01,7.53,-0.318344,-0.318341,2.65285e-06
0.01,7.54,-0.308848,-0.308845,2.57373e-06
0.01,7.55,-0.299322,-0.299319,2.49434e-06
0.01,7.56,-0.289765,-0.289763,2.4147e-06
0.01,7.57,-0.28018,-0.280178,2.33483e-06
0.01,7.58,-0.270567,-0.270564,2.25472e-06
0.01,7.59,-0.260926,-0.260924,2.17438e-06
0.01,7.6,-0.25126,-0.251258,2.09382e-06
0.01,7.61,-0.241568,-0.241566,2.01306e-06
0.01,7.62,-0.231852,-0.231851,1.9321e-06
0.01,7.63,-0.222114,-0.222112,1.85094e-06
0.01,7.64,-0.212352,-0.212351,1.7696e-06
0.01,7.65,-0.20257,-0.202568,1.68808e-06
0.01,7.66,-0.192767,-0.192766,1.60639e-06
0.01,7.67,-0.182945,-0.182944,1.52454e-06
0.01,7.68,-0.173105,-0.173104,1.44254e-06
0.01,7.69,-0.163248,-0.163246,1.36039e-06
0.01,7.7,-0.153374,-0.153373,1.27811e-06
0.01,7.71,-0.143485,-0.143483,1.1957e-06
0.01,7.72,-0.133581,-0.13358,1.11317e-06
0.01,7.73,-0.123664,-0.123663,1.03053e-06
0.01,7.74,-0.113735,-0.113734,9.47788e-07
0.01,7.75,-0.103794,-0.103793,8.6495e-07
0.01,7.76,-0.0938433,-0.0938426,7.82025e-07
0.01,7.77,-0.0838829,-0.0838823,6.99022e-07
0.01,7.78,-0.0739142,-0.0739135,6.15949e-07
0.01,7.79,-0.063938,-0.0639375,5.32815e-07
0.01,7.8,-0.0539554,-0.053955,4.49627e-07
0.01,7.81,-0.0439675,-0.0439671,3.66394e-07
0.01,7.82,-0.0339751,-0.0339748,2.83125e-07
0.01,7.83,-0.0239793,-0.0239791,1.99827e-07
0.01,7.84,-0.0139812,-0.0139811,1.16509e-07
0.01,7.85,-0.00398162,-0.00398159,3.31801e-08
0.01,7.86,0.00601833,0.00601828,5.01526e-08
0.01,7.87,0.0160177,0.0160175,1.3348e-07
0.01,7.88,0.0260154,0.0260152,2.16794e-07
0.01,7.89,0.0360106,0.0360103,3.00087e-07
0.01,7.9,0.0460021,0.0460017,3.8335e-07
0.01,7.91,0.0559891,0.0559886,4.66574e-07
0.01,7.92,0.0659704,0.0659699,5.49752e-07
0.01,7.93,0.0759452,0.0759445,6.32874e-07
0.01,7.94,0.0859123,0.0859116,7.15934e-07
0.01,7.95,0.0958709,0.0958701,7.98922e-07
0.01,7.96,0.10582,0.105819,8.81829e-07
0.01,7.97,0.115758,0.115757,9.64649e-07
0.01,7.98,0.125685,0.125684,1.04737e-06
0.01,7.99,0.135599,0.135598,1.12999e-06
0.01,8,0.1455,0.145499,1.2125e-06
0.01,8.01,0.155386,0.155385,1.29488e-06
0.01,8.02,0.165257,0.165255,1.37714e-06
0.01,8.03,0.175111,0.175109,1.45925e-06
0.01,8.04,0.184947,0.184946,1.54122e-06
0.01,8.05,0.194765,0.194764,1.62304e-06
0.01,8.06,0.204564,0.204562,1.7047e-06
0.01,8.07,0.214342,0.21434,1.78618e-06
0.01,8.08,0.224099,0.224097,1.86749e-06
0.01,8.09,0.233833,0.233831,1.9486e-06
0.01,8.1,0.243544,0.243542,2.02953e-06
0.01,8.11,0.253231,0.253229,2.11025e-06
0.01,8.12,0.262892,0.26289,2.19076e-06
0.01,8.13,0.272527,0.272525,2.27105e-06
0.01,8.14,0.282135,0.282132,2.35111e-06
0.01,8.15,0.291714,0.291712,2.43094e-06
0.01,8.16,0.301264,0.301262,2.51053e-06
