h,t,exacta,forward,central,extrapolada,error_forward,error_central,error_extrapolada
0.01,-0.85,0.825413,0.82753,0.825402,0.825413,0.00211757,1.06959e-05,1.13547e-11
0.01,-0.84,0.829604,0.831591,0.829594,0.829604,0.00198633,1.09839e-05,1.24626e-11
0.01,-0.83,0.833533,0.835384,0.833521,0.833533,0.00185169,1.12679e-05,1.35671e-11
0.01,-0.82,0.83719,0.838904,0.837179,0.83719,0.00171367,1.15476e-05,1.46618e-11
0.01,-0.81,0.840571,0.842143,0.840559,0.840571,0.00157235,1.18226e-05,1.57897e-11
0.01,-0.8,0.843668,0.845096,0.843656,0.843668,0.00142778,1.20925e-05,1.68852e-11
0.01,-0.79,0.846475,0.847755,0.846462,0.846475,0.00128003,1.2357e-05,1.80043e-11
0.01,-0.78,0.848985,0.850114,0.848972,0.848985,0.00112915,1.26158e-05,1.90745e-11
0.01,-0.77,0.851192,0.852167,0.851179,0.851192,0.000975235,1.28685e-05,2.01649e-11
0.01,-0.76,0.85309,0.853909,0.853077,0.85309,0.000818349,1.31148e-05,2.12933e-11
0.01,-0.75,0.854674,0.855333,0.854661,0.854674,0.000658577,1.33542e-05,2.2345e-11
0.01,-0.74,0.855938,0.856434,0.855924,0.855938,0.000496003,1.35865e-05,2.34074e-11
0.01,-0.73,0.856875,0.857205,0.856861,0.856875,0.000330716,1.38113e-05,2.44569e-11
0.01,-0.72,0.85748,0.857643,0.857466,0.85748,0.000162809,1.40283e-05,2.54808e-11
0.01,-0.71,0.85775,0.857742,0.857735,0.85775,7.61977e-06,1.42371e-05,2.65435e-11
0.01,-0.7,0.857677,0.857496,0.857663,0.857677,0.00018047,1.44375e-05,2.7555e-11
0.01,-0.69,0.857258,0.856902,0.857243,0.857258,0.000355636,1.4629e-05,2.85502e-11
0.01,-0.68,0.856488,0.855955,0.856473,0.856488,0.000533009,1.48114e-05,2.95124e-11
0.01,-0.67,0.855362,0.85465,0.855347,0.855362,0.000712477,1.49844e-05,3.04333e-11
0.01,-0.66,0.853877,0.852983,0.853862,0.853877,0.000893924,1.51477e-05,3.1371e-11
0.01,-0.65,0.852028,0.850951,0.852013,0.852028,0.00107723,1.53009e-05,3.22343e-11
0.01,-0.64,0.849812,0.84855,0.849797,0.849812,0.00126227,1.54438e-05,3.31266e-11
0.01,-0.63,0.847226,0.845777,0.84721,0.847226,0.00144892,1.55761e-05,3.39763e-11
0.01,-0.62,0.844265,0.842628,0.844249,0.844265,0.00163705,1.56976e-05,3.47479e-11
0.01,-0.61,0.840928,0.839102,0.840912,0.840928,0.00182653,1.58079e-05,3.55277e-11
0.01,-0.6,0.837212,0.835194,0.837196,0.837212,0.00201721,1.59069e-05,3.63297e-11
0.01,-0.59,0.833113,0.830904,0.833097,0.833113,0.00220897,1.59942e-05,3.6982e-11
0.01,-0.58,0.828631,0.82623,0.828615,0.828631,0.00240166,1.60698e-05,3.76649e-11
0.01,-0.57,0.823764,0.821168,0.823747,0.823764,0.00259513,1.61333e-05,3.83169e-11
0.01,-0.56,0.818509,0.815719,0.818492,0.818509,0.00278925,1.61845e-05,3.89125e-11
0.01,-0.55,0.812865,0.809881,0.812849,0.812865,0.00298385,1.62233e-05,3.9484e-11
0.01,-0.54,0.806833,0.803654,0.806816,0.806833,0.00317879,1.62495e-05,3.996e-11
0.01,-0.53,0.80041,0.797036,0.800394,0.80041,0.00337392,1.62628e-05,4.0449e-11
0.01,-0.52,0.793597,0.790028,0.793581,0.793597,0.00356908,1.62633e-05,4.08925e-11
0.01,-0.51,0.786394,0.78263,0.786378,0.786394,0.00376412,1.62507e-05,4.12431e-11
0.01,-0.5,0.778801,0.774842,0.778785,0.778801,0.00395887,1.62249e-05,4.15776e-11
0.01,-0.49,0.770818,0.766665,0.770802,0.770818,0.00415318,1.61857e-05,4.18626e-11
0.01,-0.48,0.762447,0.7581,0.762431,0.762447,0.00434688,1.61332e-05,4.21004e-11
0.01,-0.47,0.753689,0.749149,0.753673,0.753689,0.00453982,1.60672e-05,4.23176e-11
0.01,-0.46,0.744545,0.739813,0.744529,0.744545,0.00473184,1.59877e-05,4.24437e-11
0.01,-0.45,0.735018,0.730095,0.735002,0.735018,0.00492276,1.58946e-05,4.25348e-11
0.01,-0.44,0.725109,0.719997,0.725093,0.725109,0.00511243,1.57879e-05,4.25968e-11
0.01,-0.43,0.714821,0.70952,0.714805,0.714821,0.00530068,1.56675e-05,4.25799e-11
0.01,-0.42,0.704157,0.69867,0.704142,0.704157,0.00548736,1.55335e-05,4.25269e-11
0.01,-0.41,0.693121,0.687449,0.693105,0.693121,0.00567229,1.5386e-05,4.24164e-11
0.01,-0.4,0.681715,0.67586,0.6817,0.681715,0.00585531,1.52248e-05,4.22461e-11
0.01,-0.39,0.669944,0.663908,0.669929,0.669944,0.00603626,1.50501e-05,4.20305e-11
0.01,-0.38,0.657812,0.651597,0.657797,0.657812,0.00621498,1.4862e-05,4.17957e-11
0.01,-0.37,0.645322,0.638931,0.645308,0.645322,0.00639131,1.46605e-05,4.14673e-11
0.01,-0.36,0.632482,0.625917,0.632467,0.632482,0.00656509,1.44457e-05,4.11184e-11
0.01,-0.35,0.619294,0.612558,0.61928,0.619294,0.00673616,1.42178e-05,4.06766e-11
0.01,-0.34,0.605765,0.598861,0.605751,0.605765,0.00690437,1.39769e-05,4.01695e-11
0.01,-0.33,0.591901,0.584832,0.591888,0.591901,0.00706956,1.37231e-05,3.96928e-11
0.01,-0.32,0.577708,0.570476,0.577694,0.577708,0.00723157,1.34566e-05,3.91027e-11
0.01,-0.31,0.563191,0.555801,0.563178,0.563191,0.00739026,1.31776e-05,3.8466e-11
0.01,-0.3,0.548359,0.540813,0.548346,0.548359,0.00754548,1.28863e-05,3.78007e-11
0.01,-0.29,0.533217,0.52552,0.533204,0.533217,0.00769708,1.25829e-05,3.70388e-11
0.01,-0.28,0.517773,0.509928,0.517761,0.517773,0.00784493,1.22676e-05,3.63094e-11
0.01,-0.27,0.502035,0.494046,0.502023,0.502035,0.00798887,1.19408e-05,3.54563e-11
0.01,-0.26,0.48601,0.477881,0.485998,0.48601,0.00812878,1.16025e-05,3.45987e-11
0.01,-0.25,0.469707,0.461442,0.469695,0.469707,0.00826452,1.12533e-05,3.36735e-11
0.01,-0.24,0.453133,0.444737,0.453122,0.453133,0.00839596,1.08932e-05,3.27323e-11
0.01,-0.23,0.436298,0.427775,0.436288,0.436298,0.00852298,1.05227e-05,3.1707e-11
0.01,-0.22,0.419211,0.410566,0.419201,0.419211,0.00864544,1.0142e-05,3.06444e-11
0.01,-0.21,0.40188,0.393117,0.401871,0.40188,0.00876324,9.75151e-06,2.95778e-11
0.01,-0.2,0.384316,0.37544,0.384306,0.384316,0.00887626,9.35157e-06,2.84314e-11
0.01,-0.19,0.366527,0.357542,0.366518,0.366527,0.00898439,8.94253e-06,2.72525e-11
0.01,-0.18,0.348523,0.339435,0.348514,0.348523,0.00908753,8.52477e-06,2.60701e-11
0.01,-0.17,0.330315,0.321129,0.330307,0.330315,0.00918556,8.09866e-06,2.4836e-11
0.01,-0.16,0.311912,0.302634,0.311904,0.311912,0.00927841,7.66462e-06,2.35246e-11
0.01,-0.15,0.293325,0.283959,0.293318,0.293325,0.00936597,7.22305e-06,2.22214e-11
0.01,-0.14,0.274565,0.265117,0.274559,0.274565,0.00944816,6.77436e-06,2.08965e-11
0.01,-0.13,0.255643,0.246118,0.255637,0.255643,0.0095249,6.31899e-06,1.95033e-11
0.01,-0.12,0.236569,0.226973,0.236563,0.236569,0.00959611,5.85737e-06,1.81276e-11
0.01,-0.11,0.217354,0.207692,0.217349,0.217354,0.00966173,5.38995e-06,1.67264e-11
0.01,-0.1,0.19801,0.188288,0.198005,0.19801,0.00972168,4.91719e-06,1.52669e-11
0.01,-0.09,0.178548,0.168772,0.178543,0.178548,0.00977591,4.43954e-06,1.38022e-11
0.01,-0.08,0.158979,0.149155,0.158975,0.158979,0.00982437,3.95747e-06,1.23255e-11
0.01,-0.07,0.139316,0.129449,0.139312,0.139316,0.009867,3.47147e-06,1.0801e-11
0.01,-0.06,0.119569,0.109665,0.119566,0.119569,0.00990376,2.98201e-06,9.29438e-12
0.01,-0.05,0.0997503,0.0898157,0.0997478,0.0997503,0.00993462,2.48957e-06,7.75702e-12
0.01,-0.04,0.0798721,0.0699126,0.0798701,0.0798721,0.00995955,1.99465e-06,6.23318e-12
0.01,-0.03,0.059946,0.0499675,0.0599445,0.059946,0.00997851,1.49773e-06,4.66114e-12
0.01,-0.02,0.039984,0.0299925,0.039983,0.039984,0.0099915,9.99321e-07,3.13229e-12
0.01,-0.01,0.019998,0.0099995,0.0199975,0.019998,0.0099985,4.9991e-07,1.5568e-12
0.01,-6.23078e-14,1.24616e-13,-0.0099995,1.22125e-13,1.07322e-13,0.0099995,2.49106e-15,1.7294e-14
0.01,0.01,-0.019998,-0.0299925,-0.0199975,-0.019998,0.0099945,4.9991e-07,1.54819e-12
0.01,0.02,-0.039984,-0.0499675,-0.039983,-0.039984,0.00998351,9.99321e-07,3.09801e-12
0.01,0.03,-0.059946,-0.0699126,-0.0599445,-0.059946,0.00996653,1.49773e-06,4.68643e-12
0.01,0.04,-0.0798721,-0.0898157,-0.0798701,-0.0798721,0.00994359,1.99465e-06,6.2257e-12
0.01,0.05,-0.0997503,-0.109665,-0.0997478,-0.0997503,0.0099147,2.48957e-06,7.78351e-12
0.01,0.06,-0.119569,-0.129449,-0.119566,-0.119569,0.0098799,2.98201e-06,9.32168e-12
0.01,0.07,-0.139316,-0.149155,-0.139312,-0.139316,0.00983923,3.47147e-06,1.07997e-11
0.01,0.08,-0.158979,-0.168772,-0.158975,-0.158979,0.00979271,3.95747e-06,1.23253e-11
0.01,0.09,-0.178548,-0.188288,-0.178543,-0.178548,0.0097404,4.43954e-06,1.37995e-11
0.01,0.1,-0.19801,-0.207692,-0.198005,-0.19801,0.00968235,4.91719e-06,1.52731e-11
0.01,0.11,-0.217354,-0.226973,-0.217349,-0.217354,0.00961861,5.38995e-06,1.67044e-11
0.01,0.12,-0.236569,-0.246118,-0.236563,-0.236569,0.00954926,5.85737e-06,1.81295e-11
0.01,0.13,-0.255643,-0.265117,-0.255637,-0.255643,0.00947435,6.31899e-06,1.95479e-11
0.01,0.14,-0.274565,-0.283959,-0.274559,-0.274565,0.00939397,6.77436e-06,2.09059e-11
0.01,0.15,-0.293325,-0.302634,-0.293318,-0.293325,0.00930819,7.22305e-06,2.22403e-11
0.01,0.16,-0.311912,-0.321129,-0.311904,-0.311912,0.00921709,7.66462e-06,2.35421e-11
0.01,0.17,-0.330315,-0.339435,-0.330307,-0.330315,0.00912078,8.09866e-06,2.48262e-11
0.01,0.18,-0.348523,-0.357542,-0.348514,-0.348523,0.00901933,8.52477e-06,2.60666e-11
0.01,0.19,-0.366527,-0.37544,-0.366518,-0.366527,0.00891286,8.94253e-06,2.72811e-11
0.01,0.2,-0.384316,-0.393117,-0.384306,-0.384316,0.00880145,9.35157e-06,2.84295e-11
0.01,0.21,-0.40188,-0.410566,-0.401871,-0.40188,0.00868523,9.75151e-06,2.95861e-11
0.01,0.22,-0.419211,-0.427775,-0.419201,-0.419211,0.00856431,1.0142e-05,3.06558e-11
0.01,0.23,-0.436298,-0.444737,-0.436288,-0.436298,0.0084388,1.05227e-05,3.17215e-11
0.01,0.24,-0.453133,-0.461442,-0.453122,-0.453133,0.00830882,1.08932e-05,3.27203e-11
0.01,0.25,-0.469707,-0.477881,-0.469695,-0.469707,0.0081745,1.12533e-05,3.3698e-11
0.01,0.26,-0.48601,-0.494046,-0.485998,-0.48601,0.00803596,1.16025e-05,3.45971e-11
0.01,0.27,-0.502035,-0.509928,-0.502023,-0.502035,0.00789335,1.19408e-05,3.54582e-11
0.01,0.28,-0.517773,-0.52552,-0.517761,-0.517773,0.00774679,1.22676e-05,3.62854e-11
0.01,0.29,-0.533217,-0.540813,-0.533204,-0.533217,0.00759643,1.25829e-05,3.70518e-11
0.01,0.3,-0.548359,-0.555801,-0.548346,-0.548359,0.0074424,1.28863e-05,3.77878e-11
0.01,0.31,-0.563191,-0.570476,-0.563178,-0.563191,0.00728484,1.31776e-05,3.8457e-11
0.01,0.32,-0.577708,-0.584832,-0.577694,-0.577708,0.00712392,1.34566e-05,3.90719e-11
0.01,0.33,-0.591901,-0.598861,-0.591888,-0.591901,0.00695978,1.37231e-05,3.96662e-11
0.01,0.34,-0.605765,-0.612558,-0.605751,-0.605765,0.00679256,1.39769e-05,4.0184e-11
0.01,0.35,-0.619294,-0.625917,-0.61928,-0.619294,0.00662243,1.42178e-05,4.06878e-11
0.01,0.36,-0.632482,-0.638931,-0.632467,-0.632482,0.00644953,1.44457e-05,4.10821e-11
0.01,0.37,-0.645322,-0.651597,-0.645308,-0.645322,0.00627403,1.46605e-05,4.14649e-11
0.01,0.38,-0.657812,-0.663908,-0.657797,-0.657812,0.00609609,1.4862e-05,4.17681e-11
0.01,0.39,-0.669944,-0.67586,-0.669929,-0.669944,0.00591586,1.50501e-05,4.20369e-11
0.01,0.4,-0.681715,-0.687449,-0.6817,-0.681715,0.00573351,1.52248e-05,4.22608e-11
0.01,0.41,-0.693121,-0.69867,-0.693105,-0.693121,0.0055492,1.5386e-05,4.24097e-11
0.01,0.42,-0.704157,-0.70952,-0.704142,-0.704157,0.00536309,1.55335e-05,4.25211e-11
0.01,0.43,-0.714821,-0.719997,-0.714805,-0.714821,0.00517535,1.56675e-05,4.25862e-11
0.01,0.44,-0.725109,-0.730095,-0.725093,-0.725109,0.00498613,1.57879e-05,4.25783e-11
0.01,0.45,-0.735018,-0.739813,-0.735002,-0.735018,0.00479561,1.58946e-05,4.25469e-11
0.01,0.46,-0.744545,-0.749149,-0.744529,-0.744545,0.00460394,1.59877e-05,4.2468e-11
0.01,0.47,-0.753689,-0.7581,-0.753673,-0.753689,0.00441129,1.60672e-05,4.2317e-11
0.01,0.48,-0.762447,-0.766665,-0.762431,-0.762447,0.00421782,1.61332e-05,4.21048e-11
0.01,0.49,-0.770818,-0.774842,-0.770802,-0.770818,0.0040237,1.61857e-05,4.18459e-11
0.01,0.5,-0.778801,-0.78263,-0.778785,-0.778801,0.00382907,1.62249e-05,4.15658e-11
0.01,0.51,-0.786394,-0.790028,-0.786378,-0.786394,0.00363412,1.62507e-05,4.12397e-11
0.01,0.52,-0.793597,-0.797036,-0.793581,-0.793597,0.00343898,1.62633e-05,4.0894e-11
0.01,0.53,-0.80041,-0.803654,-0.800394,-0.80041,0.00324382,1.62628e-05,4.04293e-11
0.01,0.54,-0.806833,-0.809881,-0.806816,-0.806833,0.0030488,1.62495e-05,3.99747e-11
0.01,0.55,-0.812865,-0.815719,-0.812849,-0.812865,0.00285407,1.62233e-05,3.94446e-11
0.01,0.56,-0.818509,-0.821168,-0.818492,-0.818509,0.00265977,1.61845e-05,3.88816e-11
0.01,0.57,-0.823764,-0.82623,-0.823747,-0.823764,0.00246607,1.61333e-05,3.83205e-11
0.01,0.58,-0.828631,-0.830904,-0.828615,-0.828631,0.0022731,1.60698e-05,3.76805e-11
0.01,0.59,-0.833113,-0.835194,-0.833097,-0.833113,0.00208102,1.59942e-05,3.6995e-11
0.01,0.6,-0.837212,-0.839102,-0.837196,-0.837212,0.00188996,1.59069e-05,3.62957e-11
0.01,0.61,-0.840928,-0.842628,-0.840912,-0.840928,0.00170007,1.58079e-05,3.55578e-11
0.01,0.62,-0.844265,-0.845777,-0.844249,-0.844265,0.00151147,1.56976e-05,3.47828e-11
0.01,0.63,-0.847226,-0.84855,-0.84721,-0.847226,0.00132432,1.55761e-05,3.39638e-11
0.01,0.64,-0.849812,-0.850951,-0.849797,-0.849812,0.00113872,1.54438e-05,3.31447e-11
0.01,0.65,-0.852028,-0.852983,-0.852013,-0.852028,0.000954826,1.53009e-05,3.22572e-11
0.01,0.66,-0.853877,-0.85465,-0.853862,-0.853877,0.000772746,1.51477e-05,3.13725e-11
0.01,0.67,-0.855362,-0.855955,-0.855347,-0.855362,0.000592605,1.49844e-05,3.04393e-11
0.01,0.68,-0.856488,-0.856902,-0.856473,-0.856488,0.000414521,1.48114e-05,2.95004e-11
0.01,0.69,-0.857258,-0.857496,-0.857243,-0.857258,0.000238607,1.4629e-05,2.85391e-11
0.01,0.7,-0.857677,-0.857742,-0.857663,-0.857677,6.49728e-05,1.44375e-05,2.75521e-11
0.01,0.71,-0.85775,-0.857643,-0.857735,-0.85775,0.000106275,1.42371e-05,2.65448e-11
0.01,0.72,-0.85748,-0.857205,-0.857466,-0.85748,0.000275033,1.40283e-05,2.55197e-11
0.01,0.73,-0.856875,-0.856434,-0.856861,-0.856875,0.000441204,1.38113e-05,2.44664e-11
0.01,0.74,-0.855938,-0.855333,-0.855924,-0.855938,0.000604692,1.35865e-05,2.34286e-11
0.01,0.75,-0.854674,-0.853909,-0.854661,-0.854674,0.000765408,1.33542e-05,2.23666e-11
0.01,0.76,-0.85309,-0.852167,-0.853077,-0.85309,0.000923265,1.31148e-05,2.12669e-11
0.01,0.77,-0.851192,-0.850114,-0.851179,-0.851192,0.00107818,1.28685e-05,2.01942e-11
0.01,0.78,-0.848985,-0.847755,-0.848972,-0.848985,0.00123008,1.26158e-05,1.90854e-11
0.01,0.79,-0.846475,-0.845096,-0.846462,-0.846475,0.00137888,1.2357e-05,1.8019e-11
0.01,0.8,-0.843668,-0.842143,-0.843656,-0.843668,0.00152452,1.20925e-05,1.68777e-11
0.01,0.81,-0.840571,-0.838904,-0.840559,-0.840571,0.00166693,1.18226e-05,1.5782e-11
0.01,0.82,-0.83719,-0.835384,-0.837179,-0.83719,0.00180605,1.15476e-05,1.46614e-11
0.01,0.83,-0.833533,-0.831591,-0.833521,-0.833533,0.00194183,1.12679e-05,1.35683e-11
0.01,0.84,-0.829604,-0.82753,-0.829594,-0.829604,0.0020742,1.09839e-05,1.24726e-11
0.01,0.85,-0.825413,-0.82321,-0.825402,-0.825413,0.00220313,1.06959e-05,1.13696e-11
0.01,0.86,-0.820964,-0.818636,-0.820954,-0.820964,0.00232857,1.04043e-05,1.02639e-11
0.01,0.87,-0.816266,-0.813816,-0.816256,-0.816266,0.00245047,1.01094e-05,9.17499e-12
0.01,0.88,-0.811325,-0.808756,-0.811315,-0.811325,0.00256881,9.8116e-06,8.09253e-12
0.01,0.89,-0.806149,-0.803466,-0.80614,-0.806149,0.00268354,9.51119e-06,7.04403e-12
0.01,0.9,-0.800745,-0.79795,-0.800735,-0.800745,0.00279465,9.20854e-06,5.95302e-12
0.01,0.91,-0.795119,-0.792217,-0.79511,-0.795119,0.00290211,8.90399e-06,4.91973e-12
0.01,0.92,-0.78928,-0.786274,-0.789271,-0.78928,0.00300589,8.59787e-06,3.87679e-12
0.01,0.93,-0.783234,-0.780128,-0.783226,-0.783234,0.003106,8.29052e-06,2.85194e-12
0.01,0.94,-0.77699,-0.773787,-0.776982,-0.77699,0.0032024,7.98227e-06,1.85507e-12
0.01,0.95,-0.770554,-0.767258,-0.770546,-0.770554,0.0032951,7.67343e-06,8.59868e-13
0.01,0.96,-0.763933,-0.760549,-0.763926,-0.763933,0.00338409,7.36432e-06,1.00808e-13
0.01,0.97,-0.757136,-0.753667,-0.757129,-0.757136,0.00346937,7.05525e-06,1.06615e-12
0.01,0.98,-0.75017,-0.746619,-0.750163,-0.75017,0.00355095,6.74654e-06,1.99674e-12
0.01,0.99,-0.743042,-0.739413,-0.743035,-0.743042,0.00362882,6.43847e-06,2.92155e-12
0.01,1,-0.735759,-0.732056,-0.735753,-0.735759,0.00370301,6.13134e-06,3.85025e-12
0.01,1.01,-0.728329,-0.724555,-0.728323,-0.728329,0.00377353,5.82544e-06,4.71145e-12
0.01,1.02,-0.720759,-0.716919,-0.720754,-0.720759,0.00384039,5.52104e-06,5.55878e-12
0.01,1.03,-0.713057,-0.709153,-0.713052,-0.713057,0.00390362,5.21841e-06,6.35036e-12
0.01,1.04,-0.705229,-0.701266,-0.705225,-0.705229,0.00396323,4.91783e-06,7.15628e-12
0.01,1.05,-0.697284,-0.693265,-0.697279,-0.697284,0.00401926,4.61954e-06,7.95319e-12
0.01,1.06,-0.689227,-0.685156,-0.689223,-0.689227,0.00407174,4.32379e-06,8.6714e-12
0.01,1.07,-0.681067,-0.676947,-0.681063,-0.681067,0.00412069,4.03082e-06,9.41225e-12
0.01,1.08,-0.67281,-0.668644,-0.672807,-0.67281,0.00416616,3.74087e-06,1.01098e-11
0.01,1.09,-0.664464,-0.660255,-0.66446,-0.664464,0.00420819,3.45415e-06,1.07518e-11
0.01,1.1,-0.656034,-0.651787,-0.656031,-0.656034,0.0042468,3.17088e-06,1.13982e-11
0.01,1.11,-0.647528,-0.643246,-0.647525,-0.647528,0.00428206,2.89126e-06,1.20259e-11
0.01,1.12,-0.638953,-0.634639,-0.638951,-0.638953,0.00431399,2.6155e-06,1.25987e-11
0.01,1.13,-0.630315,-0.625973,-0.630313,-0.630315,0.00434266,2.34377e-06,1.31789e-11
0.01,1.14,-0.621621,-0.617253,-0.621619,-0.621621,0.00436811,2.07627e-06,1.37056e-11
0.01,1.15,-0.612877,-0.608487,-0.612875,-0.612877,0.0043904,1.81315e-06,1.41895e-11
0.01,1.16,-0.60409,-0.59968,-0.604088,-0.60409,0.00440957,1.55458e-06,1.46806e-11
0.01,1.17,-0.595265,-0.590839,-0.595263,-0.595265,0.00442568,1.30071e-06,1.51208e-11
0.01,1.18,-0.586409,-0.58197,-0.586408,-0.586409,0.0044388,1.05169e-06,1.55449e-11
0.01,1.19,-0.577527,-0.573078,-0.577527,-0.577527,0.00444898,8.0764e-07,1.59364e-11
0.01,1.2,-0.568627,-0.56417,-0.568626,-0.568627,0.00445628,5.68692e-07,1.62936e-11
0.01,1.21,-0.559712,-0.555251,-0.559712,-0.559712,0.00446077,3.34961e-07,1.66258e-11
0.01,1.22,-0.55079,-0.546327,-0.55079,-0.55079,0.0044625,1.06554e-07,1.69335e-11
0.01,1.23,-0.541865,-0.537403,-0.541865,-0.541865,0.00446155,1.16432e-07,1.72052e-11
0.01,1.24,-0.532943,-0.528485,-0.532943,-0.532943,0.00445798,3.33907e-07,1.74579e-11
0.01,1.25,-0.524028,-0.519577,-0.524029,-0.524028,0.00445185,5.45792e-07,1.76809e-11
0.01,1.26,-0.515127,-0.510684,-0.515128,-0.515127,0.00444324,7.52014e-07,1.78989e-11
0.01,1.27,-0.506244,-0.501812,-0.506245,-0.506244,0.00443221,9.52511e-07,1.805e-11
0.01,1.28,-0.497384,-0.492965,-0.497385,-0.497384,0.00441883,1.14723e-06,1.81919e-11
0.01,1.29,-0.488551,-0.484148,-0.488553,-0.488551,0.00440317,1.33611e-06,1.83196e-11
0.01,1.3,-0.479751,-0.475365,-0.479752,-0.479751,0.00438531,1.51914e-06,1.84271e-11
0.01,1.31,-0.470987,-0.466621,-0.470988,-0.470987,0.00436531,1.69626e-06,1.84985e-11
0.01,1.32,-0.462263,-0.45792,-0.462265,-0.462263,0.00434324,1.86747e-06,1.85402e-11
0.01,1.33,-0.453584,-0.449265,-0.453586,-0.453584,0.00431918,2.03274e-06,1.85595e-11
0.01,1.34,-0.444955,-0.440661,-0.444957,-0.444955,0.00429319,2.19207e-06,1.85661e-11
0.01,1.35,-0.436377,-0.432112,-0.43638,-0.436377,0.00426535,2.34545e-06,1.85475e-11
0.01,1.36,-0.427856,-0.42362,-0.427859,-0.427856,0.00423573,2.4929e-06,1.85114e-11
0.01,1.37,-0.419395,-0.415191,-0.419398,-0.419395,0.0042044,2.63443e-06,1.84419e-11
0.01,1.38,-0.410997,-0.406826,-0.411,-0.410997,0.00417143,2.77005e-06,1.8361e-11
0.01,1.39,-0.402666,-0.398529,-0.402668,-0.402666,0.00413689,2.89979e-06,1.82604e-11
0.01,1.4,-0.394404,-0.390303,-0.394407,-0.394404,0.00410085,3.02369e-06,1.81323e-11
0.01,1.41,-0.386214,-0.382151,-0.386217,-0.386214,0.00406338,3.14178e-06,1.80002e-11
0.01,1.42,-0.3781,-0.374076,-0.378103,-0.3781,0.00402456,3.25411e-06,1.7831e-11
0.01,1.43,-0.370064,-0.36608,-0.370068,-0.370064,0.00398444,3.36073e-06,1.76689e-11
0.01,1.44,-0.362109,-0.358166,-0.362113,-0.362109,0.0039431,3.46169e-06,1.74885e-11
0.01,1.45,-0.354237,-0.350336,-0.35424,-0.354237,0.00390061,3.55706e-06,1.72793e-11
0.01,1.46,-0.34645,-0.342593,-0.346454,-0.34645,0.00385703,3.6469e-06,1.70492e-11
0.01,1.47,-0.338751,-0.334938,-0.338755,-0.338751,0.00381242,3.73127e-06,1.68222e-11
0.01,1.48,-0.331141,-0.327374,-0.331145,-0.331141,0.00376685,3.81026e-06,1.65859e-11
0.01,1.49,-0.323623,-0.319902,-0.323627,-0.323623,0.00372039,3.88395e-06,1.63176e-11
0.01,1.5,-0.316198,-0.312525,-0.316202,-0.316198,0.0036731,3.95241e-06,1.60572e-11
0.01,1.51,-0.308867,-0.305242,-0.308871,-0.308867,0.00362504,4.01573e-06,1.57685e-11
0.01,1.52,-0.301634,-0.298057,-0.301638,-0.301634,0.00357626,4.074e-06,1.54814e-11
0.01,1.53,-0.294497,-0.290971,-0.294502,-0.294497,0.00352684,4.12732e-06,1.51869e-11
0.01,1.54,-0.28746,-0.283984,-0.287465,-0.28746,0.00347683,4.17578e-06,1.48628e-11
0.01,1.55,-0.280523,-0.277097,-0.280528,-0.280523,0.00342628,4.21948e-06,1.45454e-11
0.01,1.56,-0.273688,-0.270313,-0.273692,-0.273688,0.00337526,4.25853e-06,1.42245e-11
0.01,1.57,-0.266954,-0.263631,-0.266959,-0.266954,0.00332381,4.29302e-06,1.38979e-11
0.01,1.58,-0.260324,-0.257052,-0.260328,-0.260324,0.00327199,4.32306e-06,1.35462e-11
0.01,1.59,-0.253797,-0.250578,-0.253802,-0.253797,0.00321986,4.34877e-06,1.32055e-11
0.01,1.6,-0.247375,-0.244208,-0.24738,-0.247375,0.00316746,4.37024e-06,1.28519e-11
0.01,1.61,-0.241058,-0.237943,-0.241062,-0.241058,0.00311484,4.3876e-06,1.2503e-11
0.01,1.62,-0.234846,-0.231784,-0.23485,-0.234846,0.00306205,4.40096e-06,1.21446e-11
0.01,1.63,-0.228739,-0.22573,-0.228744,-0.228739,0.00300915,4.41043e-06,1.1798e-11
0.01,1.64,-0.222739,-0.219782,-0.222743,-0.222739,0.00295616,4.41612e-06,1.14305e-11
0.01,1.65,-0.216844,-0.213941,-0.216848,-0.216844,0.00290315,4.41815e-06,1.10624e-11
0.01,1.66,-0.211055,-0.208205,-0.21106,-0.211055,0.00285015,4.41664e-06,1.07e-11
0.01,1.67,-0.205373,-0.202575,-0.205377,-0.205373,0.0027972,4.41171e-06,1.03386e-11
0.01,1.68,-0.199796,-0.197052,-0.1998,-0.199796,0.00274434,4.40346e-06,9.96908e-12
0.01,1.69,-0.194325,-0.191633,-0.194329,-0.194325,0.00269161,4.39203e-06,9.60129e-12
0.01,1.7,-0.188959,-0.18632,-0.188964,-0.188959,0.00263905,4.37752e-06,9.23889e-12
0.01,1.71,-0.183699,-0.181112,-0.183703,-0.183699,0.00258669,4.36005e-06,8.87238e-12
0.01,1.72,-0.178543,-0.176008,-0.178547,-0.178543,0.00253458,4.33974e-06,8.51255e-12
0.01,1.73,-0.173491,-0.171008,-0.173495,-0.173491,0.00248273,4.3167e-06,8.15722e-12
0.01,1.74,-0.168542,-0.166111,-0.168547,-0.168542,0.00243118,4.29106e-06,7.79585e-12
0.01,1.75,-0.163697,-0.161317,-0.163701,-0.163697,0.00237997,4.26292e-06,7.44399e-12
0.01,1.76,-0.158954,-0.156625,-0.158958,-0.158954,0.00232912,4.23239e-06,7.09174e-12
