h,t,exacta,forward,central,extrapolada,error_forward,error_central,error_extrapolada
0.5,3.83,-3.26292e-06,-8.37533e-07,-5.31381e-06,-3.19697e-06,2.42539e-06,2.05089e-06,6.5951e-08
0.5,3.84,-3.0299e-06,-7.75829e-07,-4.94724e-06,-2.96784e-06,2.25407e-06,1.91734e-06,6.20655e-08
0.5,3.85,-2.81294e-06,-7.18526e-07,-4.60503e-06,-2.75455e-06,2.09442e-06,1.79208e-06,5.8394e-08
0.5,3.86,-2.61098e-06,-6.65321e-07,-4.28562e-06,-2.55605e-06,1.94566e-06,1.67464e-06,5.49257e-08
0.5,3.87,-2.42301e-06,-6.15931e-07,-3.98756e-06,-2.37136e-06,1.80708e-06,1.56454e-06,5.16502e-08
0.5,3.88,-2.24812e-06,-5.70093e-07,-3.70948e-06,-2.19956e-06,1.67802e-06,1.46136e-06,4.85578e-08
0.5,3.89,-2.08541e-06,-5.2756e-07,-3.45009e-06,-2.03977e-06,1.55785e-06,1.36468e-06,4.56389e-08
0.5,3.9,-1.93408e-06,-4.88101e-07,-3.20819e-06,-1.8912e-06,1.44598e-06,1.27411e-06,4.28847e-08
0.5,3.91,-1.79337e-06,-4.51503e-07,-2.98265e-06,-1.75308e-06,1.34186e-06,1.18929e-06,4.02865e-08
0.5,3.92,-1.66254e-06,-4.17565e-07,-2.77241e-06,-1.62471e-06,1.24498e-06,1.10987e-06,3.78362e-08
0.5,3.93,-1.54095e-06,-3.861e-07,-2.57647e-06,-1.50542e-06,1.15485e-06,1.03552e-06,3.5526e-08
0.5,3.94,-1.42795e-06,-3.56934e-07,-2.39389e-06,-1.3946e-06,1.07101e-06,9.65938e-07,3.33485e-08
0.5,3.95,-1.32296e-06,-3.29905e-07,-2.2238e-06,-1.29167e-06,9.93057e-07,9.00833e-07,3.12966e-08
0.5,3.96,-1.22544e-06,-3.04861e-07,-2.06537e-06,-1.19608e-06,9.20581e-07,8.3993e-07,2.93637e-08
0.5,3.97,-1.13488e-06,-2.81661e-07,-1.91785e-06,-1.10733e-06,8.53215e-07,7.82972e-07,2.75432e-08
0.5,3.98,-1.05079e-06,-2.60175e-07,-1.7805e-06,-1.02496e-06,7.90612e-07,7.29715e-07,2.58291e-08
0.5,3.99,-9.72728e-07,-2.40279e-07,-1.65266e-06,-9.48512e-07,7.32449e-07,6.7993e-07,2.42157e-08
0.5,4,-9.00281e-07,-2.2186e-07,-1.53368e-06,-8.77584e-07,6.78422e-07,6.33402e-07,2.26974e-08
0.5,4.01,-8.33059e-07,-2.04812e-07,-1.42299e-06,-8.1179e-07,6.28247e-07,5.89928e-07,2.12691e-08
0.5,4.02,-7.70697e-07,-1.89035e-07,-1.32001e-06,-7.50771e-07,5.81662e-07,5.49316e-07,1.99257e-08
0.5,4.03,-7.12856e-07,-1.74439e-07,-1.22424e-06,-6.94193e-07,5.38417e-07,5.11388e-07,1.86625e-08
0.5,4.04,-6.5922e-07,-1.60937e-07,-1.13519e-06,-6.41745e-07,4.98283e-07,4.75974e-07,1.74751e-08
0.5,4.05,-6.09494e-07,-1.4845e-07,-1.05241e-06,-5.93135e-07,4.61044e-07,4.42915e-07,1.63592e-08
0.5,4.06,-5.63403e-07,-1.36905e-07,-9.75464e-07,-5.48093e-07,4.26498e-07,4.12061e-07,1.53108e-08
0.5,4.07,-5.20691e-07,-1.26232e-07,-9.03963e-07,-5.06365e-07,3.94458e-07,3.83272e-07,1.4326e-08
0.5,4.08,-4.81117e-07,-1.16368e-07,-8.37533e-07,-4.67715e-07,3.64749e-07,3.56417e-07,1.34013e-08
0.5,4.09,-4.44459e-07,-1.07253e-07,-7.75829e-07,-4.31926e-07,3.37206e-07,3.3137e-07,1.25332e-08
0.5,4.1,-4.1051e-07,-9.88321e-08,-7.18526e-07,-3.98791e-07,3.11678e-07,3.08016e-07,1.17185e-08
0.5,4.11,-3.79076e-07,-9.1054e-08,-6.65321e-07,-3.68122e-07,2.88022e-07,2.86245e-07,1.09541e-08
0.5,4.12,-3.49977e-07,-8.38711e-08,-6.15931e-07,-3.3974e-07,2.66105e-07,2.65955e-07,1.0237e-08
0.5,4.13,-3.23045e-07,-7.72393e-08,-5.70093e-07,-3.1348e-07,2.45805e-07,2.47048e-07,9.56454e-09
0.5,4.14,-2.98124e-07,-7.11176e-08,-5.2756e-07,-2.8919e-07,2.27006e-07,2.29436e-07,8.93407e-09
0.5,4.15,-2.75069e-07,-6.54679e-08,-4.88101e-07,-2.66726e-07,2.09601e-07,2.13032e-07,8.34313e-09
0.5,4.16,-2.53745e-07,-6.02549e-08,-4.51503e-07,-2.45955e-07,1.9349e-07,1.97759e-07,7.78939e-09
0.5,4.17,-2.34025e-07,-5.54458e-08,-4.17565e-07,-2.26755e-07,1.78579e-07,1.8354e-07,7.27064e-09
0.5,4.18,-2.15794e-07,-5.10103e-08,-3.861e-07,-2.09009e-07,1.64784e-07,1.70306e-07,6.78479e-09
0.5,4.19,-1.98942e-07,-4.69201e-08,-3.56934e-07,-1.92612e-07,1.52022e-07,1.57992e-07,6.32987e-09
0.5,4.2,-1.83368e-07,-4.31493e-08,-3.29905e-07,-1.77464e-07,1.40219e-07,1.46536e-07,5.90404e-09
0.5,4.21,-1.68979e-07,-3.96735e-08,-3.04861e-07,-1.63474e-07,1.29306e-07,1.35882e-07,5.50552e-09
0.5,4.22,-1.55687e-07,-3.64704e-08,-2.81661e-07,-1.50554e-07,1.19217e-07,1.25974e-07,5.13266e-09
0.5,4.23,-1.43411e-07,-3.35191e-08,-2.60175e-07,-1.38627e-07,1.09892e-07,1.16764e-07,4.7839e-09
0.5,4.24,-1.32076e-07,-3.08004e-08,-2.40279e-07,-1.27618e-07,1.01275e-07,1.08203e-07,4.45777e-09
0.5,4.25,-1.21612e-07,-2.82966e-08,-2.2186e-07,-1.17459e-07,9.3315e-08,1.00248e-07,4.15288e-09
0.5,4.26,-1.11953e-07,-2.59911e-08,-2.04812e-07,-1.08085e-07,8.59623e-08,9.28582e-08,3.86791e-09
0.5,4.27,-1.03041e-07,-2.38686e-08,-1.89035e-07,-9.94394e-08,7.91724e-08,8.59941e-08,3.60163e-09
0.5,4.28,-9.48186e-08,-2.19151e-08,-1.74439e-07,-9.14658e-08,7.29036e-08,7.96201e-08,3.35289e-09
0.5,4.29,-8.72345e-08,-2.01173e-08,-1.60937e-07,-8.41139e-08,6.71171e-08,7.37026e-08,3.12057e-09
0.5,4.3,-8.02405e-08,-1.84634e-08,-1.4845e-07,-7.73368e-08,6.17771e-08,6.821e-08,2.90366e-09
0.5,4.31,-7.3792e-08,-1.6942e-08,-1.36905e-07,-7.10909e-08,5.685e-08,6.31131e-08,2.70118e-09
0.5,4.32,-6.78479e-08,-1.55429e-08,-1.26232e-07,-6.53357e-08,5.2305e-08,5.83844e-08,2.51223e-09
0.5,4.33,-6.23698e-08,-1.42564e-08,-1.16368e-07,-6.00338e-08,4.81134e-08,5.39983e-08,2.33593e-09
0.5,4.34,-5.73222e-08,-1.30738e-08,-1.07253e-07,-5.51507e-08,4.42484e-08,4.99309e-08,2.1715e-09
0.5,4.35,-5.26723e-08,-1.19869e-08,-9.88321e-08,-5.06541e-08,4.06854e-08,4.61598e-08,2.01815e-09
0.5,4.36,-4.83896e-08,-1.09881e-08,-9.1054e-08,-4.65144e-08,3.74015e-08,4.26644e-08,1.8752e-09
0.5,4.37,-4.4446e-08,-1.00705e-08,-8.38711e-08,-4.27041e-08,3.43755e-08,3.94251e-08,1.74195e-09
0.5,4.38,-4.08155e-08,-9.2277e-09,-7.72393e-08,-3.91977e-08,3.15878e-08,3.64238e-08,1.61779e-09
0.5,4.39,-3.74738e-08,-8.45374e-09,-7.11176e-08,-3.59717e-08,2.90201e-08,3.36438e-08,1.50213e-09
0.5,4.4,-3.43987e-08,-7.74313e-09,-6.54679e-08,-3.30043e-08,2.66555e-08,3.10692e-08,1.3944e-09
0.5,4.41,-3.15694e-08,-7.09082e-09,-6.02549e-08,-3.02753e-08,2.44786e-08,2.86855e-08,1.2941e-09
0.5,4.42,-2.89669e-08,-6.49217e-09,-5.54458e-08,-2.77661e-08,2.24747e-08,2.64789e-08,1.20073e-09
0.5,4.43,-2.65735e-08,-5.94286e-09,-5.10103e-08,-2.54596e-08,2.06306e-08,2.44368e-08,1.11383e-09
0.5,4.44,-2.43728e-08,-5.43894e-09,-4.69201e-08,-2.33398e-08,1.89339e-08,2.25473e-08,1.03298e-09
0.5,4.45,-2.23498e-08,-4.97675e-09,-4.31493e-08,-2.1392e-08,1.7373e-08,2.07995e-08,9.57772e-10
0.5,4.46,-2.04905e-08,-4.55291e-09,-3.96735e-08,-1.96027e-08,1.59376e-08,1.9183e-08,8.87832e-10
0.5,4.47,-1.8782e-08,-4.16434e-09,-3.64704e-08,-1.79592e-08,1.46177e-08,1.76883e-08,8.22807e-10
0.5,4.48,-1.72125e-08,-3.80816e-09,-3.35191e-08,-1.64501e-08,1.34043e-08,1.63066e-08,7.62365e-10
0.5,4.49,-1.57709e-08,-3.48175e-09,-3.08004e-08,-1.50647e-08,1.22891e-08,1.50296e-08,7.06198e-10
0.5,4.5,-1.44471e-08,-3.18268e-09,-2.82966e-08,-1.3793e-08,1.12644e-08,1.38496e-08,6.54016e-10
0.5,4.51,-1.32316e-08,-2.90871e-09,-2.59911e-08,-1.26261e-08,1.03229e-08,1.27595e-08,6.05548e-10
0.5,4.52,-1.2116e-08,-2.65779e-09,-2.38686e-08,-1.15554e-08,9.45818e-09,1.17526e-08,5.60542e-10
0.5,4.53,-1.10921e-08,-2.42803e-09,-2.19151e-08,-1.05734e-08,8.66409e-09,1.08229e-08,5.1876e-10
0.5,4.54,-1.01527e-08,-2.21769e-09,-2.01173e-08,-9.67272e-09,7.93501e-09,9.96464e-09,4.7998e-10
0.5,4.55,-9.29094e-09,-2.02516e-09,-1.84634e-08,-8.84695e-09,7.26578e-09,9.17244e-09,4.43996e-10
0.5,4.56,-8.50059e-09,-1.84898e-09,-1.6942e-08,-8.08998e-09,6.65161e-09,8.44141e-09,4.10614e-10
0.5,4.57,-7.77588e-09,-1.68778e-09,-1.55429e-08,-7.39622e-09,6.0881e-09,7.76698e-09,3.79654e-10
0.5,4.58,-7.11149e-09,-1.54033e-09,-1.42564e-08,-6.76055e-09,5.57117e-09,7.1449e-09,3.50947e-10
0.5,4.59,-6.50254e-09,-1.40547e-09,-1.30738e-08,-6.17821e-09,5.09707e-09,6.57123e-09,3.24335e-10
0.5,4.6,-5.94452e-09,-1.28217e-09,-1.19869e-08,-5.64485e-09,4.66235e-09,6.04233e-09,2.99672e-10
0.5,4.61,-5.43327e-09,-1.16945e-09,-1.09881e-08,-5.15645e-09,4.26382e-09,5.55481e-09,2.7682e-10
0.5,4.62,-4.96497e-09,-1.06642e-09,-1.00705e-08,-4.70932e-09,3.89855e-09,5.10554e-09,2.55651e-10
0.5,4.63,-4.53611e-09,-9.72278e-10,-9.2277e-09,-4.30006e-09,3.56383e-09,4.69159e-09,2.36047e-10
0.5,4.64,-4.14344e-09,-8.86267e-10,-8.45374e-09,-3.92555e-09,3.25718e-09,4.31029e-09,2.17896e-10
0.5,4.65,-3.78399e-09,-8.07703e-10,-7.74313e-09,-3.5829e-09,2.97629e-09,3.95913e-09,2.01094e-10
0.5,4.66,-3.45502e-09,-7.35955e-10,-7.09082e-09,-3.26948e-09,2.71907e-09,3.6358e-09,1.85545e-10
0.5,4.67,-3.154e-09,-6.70445e-10,-6.49217e-09,-2.98284e-09,2.48356e-09,3.33817e-09,1.71159e-10
0.5,4.68,-2.87862e-09,-6.10645e-10,-5.94286e-09,-2.72077e-09,2.26798e-09,3.06424e-09,1.57852e-10
0.5,4.69,-2.62675e-09,-5.56067e-10,-5.43894e-09,-2.4812e-09,2.07068e-09,2.81219e-09,1.45546e-10
0.5,4.7,-2.39642e-09,-5.06265e-10,-4.97675e-09,-2.26225e-09,1.89015e-09,2.58033e-09,1.34169e-10
0.5,4.71,-2.18584e-09,-4.60831e-10,-4.55291e-09,-2.06219e-09,1.72501e-09,2.36707e-09,1.23652e-10
0.5,4.72,-1.99336e-09,-4.1939e-10,-4.16434e-09,-1.87943e-09,1.57397e-09,2.17098e-09,1.13934e-10
0.5,4.73,-1.81746e-09,-3.81599e-10,-3.80816e-09,-1.7125e-09,1.43586e-09,1.99071e-09,1.04955e-10
0.5,4.74,-1.65674e-09,-3.47144e-10,-3.48175e-09,-1.56008e-09,1.30959e-09,1.82502e-09,9.66622e-11
0.5,4.75,-1.50992e-09,-3.15736e-10,-3.18268e-09,-1.42092e-09,1.19419e-09,1.67276e-09,8.9004e-11
0.5,4.76,-1.37583e-09,-2.87113e-10,-2.90871e-09,-1.2939e-09,1.08872e-09,1.53288e-09,8.19338e-11
0.5,4.77,-1.2534e-09,-2.61032e-10,-2.65779e-09,-1.17799e-09,9.92368e-10,1.40439e-09,7.5408e-11
0.5,4.78,-1.14163e-09,-2.37272e-10,-2.42803e-09,-1.07224e-09,9.04354e-10,1.28641e-09,6.93861e-11
0.5,4.79,-1.03961e-09,-2.15632e-10,-2.21769e-09,-9.75777e-10,8.23976e-10,1.17808e-09,6.38306e-11
0.5,4.8,-9.46513e-10,-1.95926e-10,-2.02516e-09,-8.87806e-10,7.50586e-10,1.07865e-09,5.87065e-11
0.5,4.81,-8.61578e-10,-1.77986e-10,-1.84898e-09,-8.07596e-10,6.83592e-10,9.87398e-10,5.39814e-11
0.5,4.82,-7.84104e-10,-1.61655e-10,-1.68778e-09,-7.34479e-10,6.22449e-10,9.03675e-10,4.96253e-11
0.5,4.83,-7.13452e-10,-1.46794e-10,-1.54033e-09,-6.67841e-10,5.66658e-10,8.26875e-10,4.56104e-11
0.5,4.84,-6.49033e-10,-1.33272e-10,-1.40547e-09,-6.07122e-10,5.15761e-10,7.56441e-10,4.19107e-11
0.5,4.85,-5.9031e-10,-1.20971e-10,-1.28217e-09,-5.51807e-10,4.69338e-10,6.9186e-10,3.85024e-11
0.5,4.86,-5.3679e-10,-1.09784e-10,-1.16945e-09,-5.01427e-10,4.27006e-10,6.32659e-10,3.53633e-11
0.5,4.87,-4.88023e-10,-9.96112e-11,-1.06642e-09,-4.5555e-10,3.88412e-10,5.784e-10,3.24727e-11
0.5,4.88,-4.43596e-10,-9.03629e-11,-9.72278e-10,-4.13784e-10,3.53233e-10,5.28683e-10,2.98116e-11
0.5,4.89,-4.03131e-10,-8.19569e-11,-8.86267e-10,-3.75768e-10,3.21174e-10,4.83137e-10,2.73625e-11
0.5,4.9,-3.66282e-10,-7.43179e-11,-8.07703e-10,-3.41173e-10,2.91964e-10,4.41421e-10,2.51088e-11
0.5,4.91,-3.32734e-10,-6.73774e-11,-7.35955e-10,-3.09698e-10,2.65356e-10,4.03221e-10,2.30355e-11
0.5,4.92,-3.02196e-10,-6.10729e-11,-6.70445e-10,-2.81068e-10,2.41123e-10,3.68249e-10,2.11287e-11
0.5,4.93,-2.74406e-10,-5.53471e-11,-6.10645e-10,-2.5503e-10,2.19058e-10,3.36239e-10,1.93753e-11
0.5,4.94,-2.4912e-10,-5.01481e-11,-5.56067e-10,-2.31356e-10,1.98972e-10,3.06947e-10,1.77634e-11
0.5,4.95,-2.26118e-10,-4.54284e-11,-5.06265e-10,-2.09836e-10,1.80689e-10,2.80147e-10,1.62819e-11
0.5,4.96,-2.05198e-10,-4.11446e-11,-4.60831e-10,-1.90277e-10,1.64053e-10,2.55633e-10,1.49207e-11
0.5,4.97,-1.86175e-10,-3.72572e-11,-4.1939e-10,-1.72505e-10,1.48918e-10,2.33215e-10,1.36701e-11
0.5,4.98,-1.68882e-10,-3.37304e-11,-3.81599e-10,-1.5636e-10,1.35151e-10,2.12717e-10,1.25216e-11
0.5,4.99,-1.53163e-10,-3.05313e-11,-3.47144e-10,-1.41696e-10,1.22632e-10,1.93981e-10,1.14669e-11
0.5,5,-1.38879e-10,-2.76301e-11,-3.15736e-10,-1.28381e-10,1.11249e-10,1.76857e-10,1.04988e-11
0.1,-5,1.38879e-10,2.34878e-10,1.44377e-10,1.38865e-10,9.59983e-11,5.49801e-12,1.46589e-14
0.1,-4.99,1.53163e-10,2.58729e-10,1.59201e-10,1.53147e-10,1.05566e-10,6.03741e-12,1.60221e-14
0.1,-4.98,1.68882e-10,2.84944e-10,1.7551e-10,1.68864e-10,1.16062e-10,6.6283e-12,1.75082e-14
0.1,-4.97,1.86175e-10,3.13751e-10,1.93451e-10,1.86156e-10,1.27576e-10,7.27548e-12,1.91277e-14
0.1,-4.96,2.05198e-10,3.454e-10,2.13182e-10,2.05177e-10,1.40203e-10,7.98414e-12,2.08924e-14
0.1,-4.95,2.26118e-10,3.80165e-10,2.34878e-10,2.26095e-10,1.54047e-10,8.75995e-12,2.28146e-14
0.1,-4.94,2.4912e-10,4.18343e-10,2.58729e-10,2.49095e-10,1.69223e-10,9.60909e-12,2.49081e-14
0.1,-4.93,2.74406e-10,4.60261e-10,2.84944e-10,2.74378e-10,1.85855e-10,1.05383e-11,2.71875e-14
0.1,-4.92,3.02196e-10,5.06276e-10,3.13751e-10,3.02167e-10,2.0408e-10,1.15549e-11,2.96687e-14
0.1,-4.91,3.32734e-10,5.56778e-10,3.454e-10,3.32701e-10,2.24045e-10,1.26668e-11,3.2369e-14
0.1,-4.9,3.66282e-10,6.12193e-10,3.80165e-10,3.66247e-10,2.45911e-10,1.38828e-11,3.53071e-14
0.1,-4.89,4.03131e-10,6.72987e-10,4.18343e-10,4.03092e-10,2.69856e-10,1.52122e-11,3.85031e-14
0.1,-4.88,4.43596e-10,7.39666e-10,4.60261e-10,4.43554e-10,2.9607e-10,1.66654e-11,4.19788e-14
0.1,-4.87,4.88023e-10,8.12786e-10,5.06276e-10,4.87977e-10,3.24763e-10,1.82534e-11,4.57579e-14
0.1,-4.86,5.3679e-10,8.92952e-10,5.56778e-10,5.3674e-10,3.56162e-10,1.99885e-11,4.98657e-14
0.1,-4.85,5.9031e-10,9.80824e-10,6.12193e-10,5.90255e-10,3.90515e-10,2.18839e-11,5.433e-14
0.1,-4.84,6.49033e-10,1.07712e-09,6.72987e-10,6.48973e-10,4.28092e-10,2.39539e-11,5.91804e-14
0.1,-4.83,7.13452e-10,1.18264e-09,7.39666e-10,7.13387e-10,4.69187e-10,2.6214e-11,6.44491e-14
0.1,-4.82,7.84104e-10,1.29822e-09,8.12786e-10,7.84034e-10,5.1412e-10,2.86812e-11,7.01709e-14
0.1,-4.81,8.61578e-10,1.42482e-09,8.92952e-10,8.61501e-10,5.63237e-10,3.13739e-11,7.63831e-14
0.1,-4.8,9.46513e-10,1.56343e-09,9.80824e-10,9.46429e-10,6.16919e-10,3.4312e-11,8.31262e-14
0.1,-4.79,1.03961e-09,1.71518e-09,1.07712e-09,1.03952e-09,6.75575e-10,3.75172e-11,9.04439e-14
0.1,-4.78,1.14163e-09,1.88128e-09,1.18264e-09,1.14153e-09,7.39654e-10,4.10129e-11,9.83832e-14
0.1,-4.77,1.2534e-09,2.06304e-09,1.29822e-09,1.25329e-09,8.09641e-10,4.48248e-11,1.06995e-13
0.1,-4.76,1.37583e-09,2.2619e-09,1.42482e-09,1.37572e-09,8.86064e-10,4.89805e-11,1.16334e-13
0.1,-4.75,1.50992e-09,2.47942e-09,1.56343e-09,1.5098e-09,9.69499e-10,5.35099e-11,1.26458e-13
0.1,-4.74,1.65674e-09,2.71731e-09,1.71518e-09,1.6566e-09,1.06057e-09,5.84455e-11,1.37433e-13
0.1,-4.73,1.81746e-09,2.97741e-09,1.88128e-09,1.81731e-09,1.15995e-09,6.38227e-11,1.49325e-13
0.1,-4.72,1.99336e-09,3.26174e-09,2.06304e-09,1.9932e-09,1.26838e-09,6.96796e-11,1.62209e-13
0.1,-4.71,2.18584e-09,3.57249e-09,2.2619e-09,2.18567e-09,1.38665e-09,7.60576e-11,1.76164e-13
0.1,-4.7,2.39642e-09,3.91205e-09,2.47942e-09,2.39623e-09,1.51563e-09,8.30015e-11,1.91276e-13
0.1,-4.69,2.62675e-09,4.28301e-09,2.71731e-09,2.62654e-09,1.65626e-09,9.05598e-11,2.07636e-13
0.1,-4.68,2.87862e-09,4.68819e-09,2.97741e-09,2.87839e-09,1.80957e-09,9.87851e-11,2.25343e-13
0.1,-4.67,3.154e-09,5.13065e-09,3.26174e-09,3.15376e-09,1.97665e-09,1.07734e-10,2.44504e-13
0.1,-4.66,3.45502e-09,5.61372e-09,3.57249e-09,3.45476e-09,2.1587e-09,1.17469e-10,2.65232e-13
0.1,-4.65,3.78399e-09,6.14102e-09,3.91205e-09,3.78371e-09,2.35702e-09,1.28055e-10,2.87651e-13
0.1,-4.64,4.14344e-09,6.71647e-09,4.28301e-09,4.14313e-09,2.57303e-09,1.39566e-10,3.11893e-13
0.1,-4.63,4.53611e-09,7.34435e-09,4.68819e-09,4.53577e-09,2.80824e-09,1.52078e-10,3.381e-13
0.1,-4.62,4.96497e-09,8.02928e-09,5.13065e-09,4.96461e-09,3.06431e-09,1.65676e-10,3.66423e-13
0.1,-4.61,5.43327e-09,8.7763e-09,5.61372e-09,5.43287e-09,3.34303e-09,1.80451e-10,3.97027e-13
0.1,-4.6,5.94452e-09,9.59085e-09,6.14102e-09,5.94409e-09,3.64633e-09,1.96501e-10,4.30086e-13
0.1,-4.59,6.50254e-09,1.04789e-08,6.71647e-09,6.50208e-09,3.97632e-09,2.13932e-10,4.65791e-13
0.1,-4.58,7.11149e-09,1.14467e-08,7.34435e-09,7.11099e-09,4.33525e-09,2.32859e-10,5.04341e-13
0.1,-4.57,7.77588e-09,1.25015e-08,8.02928e-09,7.77533e-09,4.7256e-09,2.53406e-10,5.45955e-13
0.1,-4.56,8.50059e-09,1.36506e-08,8.7763e-09,8.5e-09,5.15001e-09,2.75706e-10,5.90865e-13
0.1,-4.55,9.29094e-09,1.49023e-08,9.59085e-09,9.29031e-09,5.61135e-09,2.99904e-10,6.39319e-13
0.1,-4.54,1.01527e-08,1.62654e-08,1.04789e-08,1.0152e-08,6.11274e-09,3.26155e-10,6.91586e-13
0.1,-4.53,1.10921e-08,1.77496e-08,1.14467e-08,1.10914e-08,6.65753e-09,3.54626e-10,7.4795e-13
0.1,-4.52,1.2116e-08,1.93653e-08,1.25015e-08,1.21152e-08,7.24934e-09,3.85499e-10,8.08719e-13
0.1,-4.51,1.32316e-08,2.11237e-08,1.36506e-08,1.32308e-08,7.89211e-09,4.18969e-10,8.7422e-13
0.1,-4.5,1.44471e-08,2.30371e-08,1.49023e-08,1.44461e-08,8.59005e-09,4.55246e-10,9.44804e-13
0.1,-4.49,1.57709e-08,2.51186e-08,1.62654e-08,1.57699e-08,9.34775e-09,4.94557e-10,1.02085e-12
0.1,-4.48,1.72125e-08,2.73826e-08,1.77496e-08,1.72114e-08,1.01701e-08,5.37146e-10,1.10275e-12
0.1,-4.47,1.8782e-08,2.98446e-08,1.93653e-08,1.87809e-08,1.10626e-08,5.83275e-10,1.19095e-12
0.1,-4.46,2.04905e-08,3.25212e-08,2.11237e-08,2.04892e-08,1.20307e-08,6.33228e-10,1.2859e-12
0.1,-4.45,2.23498e-08,3.54307e-08,2.30371e-08,2.23484e-08,1.30809e-08,6.8731e-10,1.38809e-12
0.1,-4.44,2.43728e-08,3.85925e-08,2.51186e-08,2.43713e-08,1.42197e-08,7.45848e-10,1.49804e-12
0.1,-4.43,2.65735e-08,4.20279e-08,2.73826e-08,2.65718e-08,1.54545e-08,8.09195e-10,1.61633e-12
0.1,-4.42,2.89669e-08,4.57597e-08,2.98446e-08,2.89651e-08,1.67928e-08,8.77732e-10,1.74354e-12
0.1,-4.41,3.15694e-08,4.98127e-08,3.25212e-08,3.15675e-08,1.82433e-08,9.51866e-10,1.88032e-12
0.1,-4.4,3.43987e-08,5.42135e-08,3.54307e-08,3.43966e-08,1.98148e-08,1.03204e-09,2.02735e-12
0.1,-4.39,3.74738e-08,5.8991e-08,3.85925e-08,3.74716e-08,2.15172e-08,1.11871e-09,2.18536e-12
0.1,-4.38,4.08155e-08,6.41764e-08,4.20279e-08,4.08131e-08,2.33609e-08,1.21241e-09,2.35512e-12
0.1,-4.37,4.4446e-08,6.98033e-08,4.57597e-08,4.44435e-08,2.53572e-08,1.31366e-09,2.53747e-12
0.1,-4.36,4.83896e-08,7.5908e-08,4.98127e-08,4.83869e-08,2.75184e-08,1.42306e-09,2.73329e-12
0.1,-4.35,5.26723e-08,8.25296e-08,5.42135e-08,5.26693e-08,2.98573e-08,1.54124e-09,2.94352e-12
0.1,-4.34,5.73222e-08,8.97104e-08,5.8991e-08,5.7319e-08,3.23883e-08,1.66886e-09,3.16916e-12
0.1,-4.33,6.23698e-08,9.74961e-08,6.41764e-08,6.23663e-08,3.51263e-08,1.80665e-09,3.41129e-12
0.1,-4.32,6.78479e-08,1.05936e-07,6.98033e-08,6.78442e-08,3.80878e-08,1.95539e-09,3.67103e-12
0.1,-4.31,7.3792e-08,1.15082e-07,7.5908e-08,7.37881e-08,4.12902e-08,2.11592e-09,3.94961e-12
0.1,-4.3,8.02405e-08,1.24993e-07,8.25296e-08,8.02362e-08,4.47524e-08,2.28912e-09,4.24832e-12
0.1,-4.29,8.72345e-08,1.35729e-07,8.97104e-08,8.72299e-08,4.84947e-08,2.47596e-09,4.56851e-12
0.1,-4.28,9.48186e-08,1.47357e-07,9.74961e-08,9.48137e-08,5.25387e-08,2.67746e-09,4.91167e-12
0.1,-4.27,1.03041e-07,1.59949e-07,1.05936e-07,1.03036e-07,5.69079e-08,2.89473e-09,5.27933e-12
0.1,-4.26,1.11953e-07,1.73581e-07,1.15082e-07,1.11948e-07,6.16275e-08,3.12893e-09,5.67314e-12
0.1,-4.25,1.21612e-07,1.88336e-07,1.24993e-07,1.21605e-07,6.67243e-08,3.38135e-09,6.09487e-12
0.1,-4.24,1.32076e-07,2.04303e-07,1.35729e-07,1.32069e-07,7.22272e-08,3.65332e-09,6.54637e-12
0.1,-4.23,1.43411e-07,2.21579e-07,1.47357e-07,1.43404e-07,7.81675e-08,3.9463e-09,7.02962e-12
0.1,-4.22,1.55687e-07,2.40265e-07,1.59949e-07,1.5568e-07,8.45784e-08,4.26184e-09,7.54671e-12
0.1,-4.21,1.68979e-07,2.60475e-07,1.73581e-07,1.68971e-07,9.14956e-08,4.6016e-09,8.09989e-12
0.1,-4.2,1.83368e-07,2.82326e-07,1.88336e-07,1.8336e-07,9.89576e-08,4.96735e-09,8.6915e-12
0.1,-4.19,1.98942e-07,3.05947e-07,2.04303e-07,1.98933e-07,1.07005e-07,5.36099e-09,9.32407e-12
0.1,-4.18,2.15794e-07,3.31477e-07,2.21579e-07,2.15784e-07,1.15683e-07,5.78455e-09,1.00002e-11
0.1,-4.17,2.34025e-07,3.59063e-07,2.40265e-07,2.34015e-07,1.25038e-07,6.2402e-09,1.07229e-11
0.1,-4.16,2.53745e-07,3.88865e-07,2.60475e-07,2.53733e-07,1.35121e-07,6.73026e-09,1.14949e-11
0.1,-4.15,2.75069e-07,4.21054e-07,2.82326e-07,2.75057e-07,1.45985e-07,7.25719e-09,1.23195e-11
0.1,-4.14,2.98124e-07,4.55814e-07,3.05947e-07,2.98111e-07,1.5769e-07,7.82366e-09,1.32e-11
0.1,-4.13,3.23045e-07,4.93342e-07,3.31477e-07,3.2303e-07,1.70297e-07,8.43248e-09,1.414e-11
0.1,-4.12,3.49977e-07,5.33849e-07,3.59063e-07,3.49961e-07,1.83873e-07,9.08666e-09,1.51433e-11
0.1,-4.11,3.79076e-07,5.77564e-07,3.88865e-07,3.7906e-07,1.98488e-07,9.78943e-09,1.62137e-11
0.1,-4.1,4.1051e-07,6.2473e-07,4.21054e-07,4.10493e-07,2.1422e-07,1.05442e-08,1.73556e-11
